"Provider Number","Hospital Name","Address1","Address2","Address3","City","State","ZIP Code","County Name","Phone Number","Hospital Type","Hospital Ownership","Emergency Service","GeoProviderId","Lat","Lon"
"240115","MERCY HOSPITAL","4050 COON RAPIDS BLVD","","","COON RAPIDS","MN","55433","ANOKA","7632366000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","240115","45.183549","-93.367889"
"240117","AUSTIN MEDICAL CENTER","1000 FIRST DRIVE NORTHWEST","","","AUSTIN","MN","55912","MOWER","5074337351","Acute Care Hospitals","Voluntary non-profit - Other","Yes","240117","43.6744834","-92.9785287"
"240132","UNITY HOSPITAL","550 OSBORNE ROAD","","","FRIDLEY","MN","55432","ANOKA","7632365000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","240132","45.1065619","-93.25704"
"240141","FAIRVIEW NORTHLAND REGIONAL HOSPITAL","911 NORTHLAND DR","","","PRINCETON","MN","55371","MILLE LACS","7633891313","Acute Care Hospitals","Voluntary non-profit - Other","Yes","240141","45.557621","-93.586153"
"240166","FAIRMONT MEDICAL CENTER","835 JOHNSON STREET PO BOX 835","","","FAIRMONT","MN","56031","MARTIN","5072388100","Acute Care Hospitals","Voluntary non-profit - Other","Yes","240166","43.6376497","-94.4496226"
"240187","HUTCHINSON AREA HEALTH CARE","1095 HIGHWAY 15 SOUTH","","","HUTCHINSON","MN","55350","MCLEOD","3202345000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","240187","44.8752201","-94.3755338"
"240196","PHILLIPS EYE INSTITUTE","2215 PARK AVENUE SOUTH","","","MINNEAPOLIS","MN","55404","HENNEPIN","6127758815","Acute Care Hospitals","Government - Federal","No","240196","44.9607642","-93.265132"
"240206","RED LAKE HOSPITAL","PO BOX 497","","","REDLAKE","MN","56671","BELTRAMI","2186793912","Acute Care Hospitals","Government - Federal","Yes","240206","47.8935057","-95.4127003"
"240207","FAIRVIEW RIDGES HOSPITAL","201 EAST NICOLLET BOULEVARD","","","BURNSVILLE","MN","55337","DAKOTA","9528922000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","240207","44.748466","-93.272898"
"240210","HEALTHEAST ST JOHN'S HOSPITAL","1575 BEAM AVENUE","","","MAPLEWOOD","MN","55109","RAMSEY","6512327000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","240210","45.028916","-93.0341849"
"240211","LAKESIDE MEDICAL CENTER","129 6TH AVE SE","","","PINE CITY","MN","55063","PINE","3206292542","Acute Care Hospitals","Government - Federal","No","240211","45.8233879","-92.9650933"
"240213","HEALTHEAST WOODWINDS HOSPITAL","1925 WOODWINDS DRIVE","","","WOODBURY","MN","55125","WASHINGTON","6512326880","Acute Care Hospitals","Voluntary non-profit - Private","Yes","240213","44.9223941","-92.9790822"
"240214","MAPLE GROVE HOSPITAL","9875 HOSPITAL DRIVE","","","MAPLE GROVE","MN","55369","HENNEPIN","7635811000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","240214","45.1332483","-93.4793415"
"241300","MAHNOMEN HEALTH CENTER","414 W JEFFERSON","","","MAHNOMEN","MN","56557","MAHNOMEN","2189352511","Critical Access Hospitals","Voluntary non-profit - Other","Yes","241300","47.311096","-95.9732927"
"241301","LAKEWOOD HEALTH CENTER","600 MAIN AVE S","","","BAUDETTE","MN","56623","LAKE OF THE WOODS","2186342120","Critical Access Hospitals","Voluntary non-profit - Church","Yes","241301","48.7076118","-94.6000573"
"241302","SANFORD WESTBROOK MEDICAL CENTER","920 BELL AVENUE PO BOX 188","","","WESTBROOK","MN","56183","COTTONWOOD","5072746121","Critical Access Hospitals","Voluntary non-profit - Private","Yes","241302","44.0452584","-95.4388308"
"241303","SANFORD TRACY","251 FIFTH STREET EAST","","","TRACY","MN","56175","LYON","5076293200","Critical Access Hospitals","Voluntary non-profit - Private","Yes","241303","44.2322636","-95.6067709"
"241304","WHEATON COMMUNITY HOSPITAL","401 12TH STREET NORTH","","","WHEATON","MN","56296","TRAVERSE","3205638226","Critical Access Hospitals","Government - Local","Yes","241304","45.8080824","-96.5005642"
"241305","RIVERWOOD HEALTHCARE CENTER","200 BUNKER HILL DRIVE","","","AITKIN","MN","56431","AITKIN","2189275501","Critical Access Hospitals","Voluntary non-profit - Private","Yes","241305","46.5304136","-93.6907541"
"241306","RENVILLE COUNTY HOSPITAL AND CLINICS","611 EAST FAIRVIEW","","","OLIVIA","MN","56277","RENVILLE","3205231261","Critical Access Hospitals","Government - Hospital District or Authority","Yes","241306","44.7742797","-94.9842997"
"241308","LAKE VIEW MEMORIAL HOSPITAL","325 ELEVENTH AVE","","","TWO HARBORS","MN","55616","LAKE","2188347300","Critical Access Hospitals","Voluntary non-profit - Private","Yes","241308","47.0296172","-91.6663168"
"241309","ESSENTIA HEALTH SANDSTONE","109 COURT AVE SOUTH","","","SANDSTONE","MN","55072","PINE","3202455601","Critical Access Hospitals","Voluntary non-profit - Private","Yes","241309","46.1276756","-92.8661021"
"241311","SIBLEY MEDICAL CENTER","601 W CHANDLER","","","ARLINGTON","MN","55307","SIBLEY","5079642271","Critical Access Hospitals","Government - Local","Yes","241311","44.6097897","-94.0858419"
"241312","COOK HOSPITAL","10 SE FIFTH ST","","","COOK","MN","55723","SAINT LOUIS","2186665945","Critical Access Hospitals","Government - Hospital District or Authority","Yes","241312","47.853165","-92.67916"
"241313","BRIDGES MEDICAL SERVICES","201 9TH STREET WEST","","","ADA","MN","56510","NORMAN","2187845000","Critical Access Hospitals","Voluntary non-profit - Private","Yes","241313","47.29871","-96.5003992"
"241314","JOHNSON MEMORIAL HOSPITAL","1282 WALNUT STREET","","","DAWSON","MN","56232","LAC QUI PARLE","3207694323","Critical Access Hospitals","Government - Hospital District or Authority","Yes","241314","44.9309815","-96.0663214"
"241315","SANFORD JACKSON MEDICAL CENTER","1430 NORTH HIGHWAY","","","JACKSON","MN","56143","JACKSON","5078472420","Critical Access Hospitals","Voluntary non-profit - Other","Yes","241315","43.624349","-95.003929"
"241316","BIGFORK VALLEY HOSPITAL","258 PINE TREE DRIVE PO BOX 258","","","BIGFORK","MN","56628","ITASCA","2187433177","Critical Access Hospitals","Government - Hospital District or Authority","Yes","241316","47.7469905","-93.6446405"
"241317","COOK COUNTY NORTHSHORE HOSPITAL","515 5TH AVE WEST","","","GRAND MARAIS","MN","55604","COOK","2183873040","Critical Access Hospitals","Government - Hospital District or Authority","Yes","241317","47.7543606","-90.3402081"
"241318","ELY BLOOMENSON COMMUNITY HOSPITAL","328 WEST CONAN STREET","","","ELY","MN","55731","SAINT LOUIS","2183653271","Critical Access Hospitals","Government - Local","Yes","241318","47.9007755","-91.8718929"
"241319","MURRAY COUNTY MEMORIAL HOSPITAL","2042 JUNIPER AVENUE","","","SLAYTON","MN","56172","MURRAY","5078361277","Critical Access Hospitals","Voluntary non-profit - Other","Yes","241319","43.9928025","-95.7592236"
"241320","RIVERVIEW HOSPITAL","323 SOUTH MINNESOTA","","","CROOKSTON","MN","56716","POLK","2182819200","Critical Access Hospitals","Voluntary non-profit - Private","Yes","241320","47.7738278","-96.6184257"
"241321","HOLY TRINITY HOSPITAL","115 WEST SECOND STREET BOX 157","","","GRACEVILLE","MN","56240","BIG STONE","3207487223","Critical Access Hospitals","Voluntary non-profit - Private","Yes","241321","45.5691298","-96.4345058"
"241322","RAINY LAKE MEDICAL CENTER","1400 HIGHWAY 71","","","INTERNATIONAL FALLS","MN","56649","KOOCHICHING","2182835400","Critical Access Hospitals","Voluntary non-profit - Private","Yes","241322","48.594926","-93.431731"
"241323","MADELIA COMMUNITY HOSPITAL","121 DREW AVENUE SOUTHEAST","","","MADELIA","MN","56062","WATONWAN","5076423255","Critical Access Hospitals","Voluntary non-profit - Other","Yes","241323","44.049547","-94.4094838"
"241325","CHIPPEWA COUNTY HOSPITAL","824 NORTH 11TH STREET","","","MONTEVIDEO","MN","56265","CHIPPEWA","3202698878","Critical Access Hospitals","Government - Local","Yes","241325","44.953122","-95.7135699"
"241326","CENTRACARE HEALTH SYSTEM - LONG PRAIRIE","20 NINTH STREET SOUTHEAST","","","LONG PRAIRIE","MN","56347","TODD","3207327210","Critical Access Hospitals","Proprietary","Yes","241326","45.9738998","-94.8502396"
"241327","SLEEPY EYE MUNICIPAL HOSPITAL","400 FOURTH AVENUE NORTHWEST","","","SLEEPY EYE","MN","56085","BROWN","5077943571","Critical Access Hospitals","Government - Local","Yes","241327","44.2993652","-94.7273724"
"241328","CLEARWATER HEALTH SERVICES","203 FOURTH STREET NORTHWEST","","","BAGLEY","MN","56621","CLEARWATER","2186946501","Critical Access Hospitals","Government - Hospital District or Authority","Yes","241328","47.5257699","-95.4009363"
"241329","LAKEWOOD HEALTH SYSTEM","49725 COUNTY ROAD 83","","","STAPLES","MN","56479","TODD","2188941515","Critical Access Hospitals","Voluntary non-profit - Other","Yes","241329","46.3589523","-94.7482288"
"241330","CENTRACARE HEALTH SYSTEM - MELROSE HOSPITAL","525 WEST MAIN STREET","","","MELROSE","MN","56352","STEARNS","3202564231","Critical Access Hospitals","Government - Hospital District or Authority","Yes","241330","45.6749114","-94.8227096"
"241331","ALBANY AREA HOSPITAL","300 THIRD AVENUE","","","ALBANY","MN","56307","STEARNS","3208452121","Critical Access Hospitals","Voluntary non-profit - Church","Yes","241331","45.6391547","-94.56754"
"241332","WINDOM AREA HOSPITAL","2150 HOSPITAL DRIVE PO BOX 339","","","WINDOM","MN","56101","COTTONWOOD","5078312400","Critical Access Hospitals","Voluntary non-profit - Other","Yes","241332","43.879985","-95.113363"
"241333","ST JAMES MEDICAL CENTER - MAYO HEALTH SYSTEM","1101 MOULTON AND PARSONS DRIVE","","","ST JAMES","MN","56081","WATONWAN","5073753261","Critical Access Hospitals","Voluntary non-profit - Other","Yes","241333","43.9796286","-94.6137254"
"241334","RIVER'S EDGE HOSPITAL & CLINIC","1900 NORTH SUNRISE DRIVE","","","ST PETER","MN","56082","NICOLLET","5079312200","Critical Access Hospitals","Government - Local","Yes","241334","44.3460013","-93.969662"
"241335","ST ELIZABETH MEDICAL CENTER","1200 GRANT BLVD W","","","WABASHA","MN","55981","WABASHA","6515654531","Critical Access Hospitals","Voluntary non-profit - Private","Yes","241335","44.3858734","-92.0479188"
"241336","KITTSON MEMORIAL HOSPITAL","1010 SOUTH BIRCH","","","HALLOCK","MN","56728","KITTSON","2188433612","Critical Access Hospitals","Voluntary non-profit - Other","Yes","241336","48.7668612","-96.9404794"
"241337","NORTH VALLEY HEALTH CENTER","109 SOUTH MINNESOTA STREET","","","WARREN","MN","56762","MARSHALL","2187454211","Critical Access Hospitals","Voluntary non-profit - Private","Yes","241337","48.1949619","-96.774075"
"241338","LAKE CITY MEDICAL CENTER MAYO HEALTH SYSTEM","500 WEST GRANT STREET","","","LAKE CITY","MN","55041","WABASHA","6513451114","Critical Access Hospitals","Voluntary non-profit - Private","Yes","241338","44.4592552","-92.2813309"
"241339","HENDRICKS COMMUNITY HOSPITAL","503 E LINCOLN STREET","","","HENDRICKS","MN","56136","LINCOLN","5072753134","Critical Access Hospitals","Voluntary non-profit - Other","Yes","241339","44.5061053","-96.4188944"
"241340","NORTHERN PINES MEDICAL CENTER","5211 HIGHWAY 110","","","AURORA","MN","55705","SAINT LOUIS","2182292211","Critical Access Hospitals","Voluntary non-profit - Private","Yes","241340","47.5171409","-92.2292032"
"241341","APPLETON MUNICIPAL HOSPITAL","30 SOUTH BEHL STREET","","","APPLETON","MN","56208","SWIFT","3202892422","Critical Access Hospitals","Government - Local","Yes","241341","45.1998676","-96.0092242"
"241342","ORTONVILLE AREA HEALTH SERVICES","450 EASTVOLD AVE","","","ORTONVILLE","MN","56278","BIG STONE","3208392502","Critical Access Hospitals","Government - Local","Yes","241342","45.3146579","-96.4466592"
"241343","MUNICIPAL HOSPITAL AND GRANITE MANOR","345 TENTH AVENUE","","","GRANITE FALLS","MN","56241","YELLOW MEDICINE","3205643111","Critical Access Hospitals","Government - Local","Yes","241343","44.808922","-95.5435881"
"241344","LIFECARE MEDICAL CENTER","715 DELMORE DRIVE","","","ROSEAU","MN","56751","ROSEAU","2184632500","Critical Access Hospitals","Voluntary non-profit - Private","Yes","241344","48.8402129","-95.7599428"
"241345","WASECA MEDICAL CENTER-MAYO HEALTH SYSTEM","501 NORTH STATE STREET","","","WASECA","MN","56093","WASECA","5078351210","Critical Access Hospitals","Voluntary non-profit - Private","Yes","241345","44.0815302","-93.5072643"
"241346","CANNON FALLS MED CTR MAYO","1116 WEST MILL STREET","","","CANNON FALLS","MN","55009","GOODHUE","5072634221","Critical Access Hospitals","Voluntary non-profit - Private","Yes","241346","44.5082611","-92.9164936"
"241347","SANFORD CANBY MEDICAL CENTER","112 ST OLAF AVENUE SOUTH","","","CANBY","MN","56220","YELLOW MEDICINE","5072237277","Critical Access Hospitals","Voluntary non-profit - Private","Yes","241347","44.7078303","-96.2776914"
"241348","TYLER HEALTHCARE CENTER","240 WILLOW STREET","","","TYLER","MN","56178","LINCOLN","5072475521","Critical Access Hospitals","Voluntary non-profit - Other","Yes","241348","44.2725147","-96.1309201"
"241349","PAYNESVILLE AREA HOSPITAL","200 1ST STREET WEST","","","PAYNESVILLE","MN","56362","STEARNS","3202433767","Critical Access Hospitals","Government - Hospital District or Authority","Yes","241349","45.374893","-94.7159139"
"241350","MERCY HOSPITAL & HEALTH CARE CENTER","710 KENWOOD AVENUE","","","MOOSE LAKE","MN","55767","CARLTON","2184854481","Critical Access Hospitals","Government - Hospital District or Authority","Yes","241350","46.4431749","-92.772483"
"241351","REDWOOD AREA HOSPITAL","100 FALLWOOD ROAD","","","REDWOOD FALLS","MN","56283","REDWOOD","5076374511","Critical Access Hospitals","Government - Local","Yes","241351","44.537005","-95.106905"
"241352","SPRINGFIELD MEDICAL CENTER MAYO HEALTH SYSTEM","625 NORTH JACKSON STREET","","","SPRINGFIELD","MN","56087","BROWN","5077236201","Critical Access Hospitals","Government - Federal","Yes","241352","44.2458853","-94.971584"
"241353","CUYUNA REGIONAL MEDICAL CENTER","320 EAST MAIN STREET","","","CROSBY","MN","56441","CROW WING","2185467000","Critical Access Hospitals","Government - Hospital District or Authority","Yes","241353","46.4824042","-93.9462415"
"241354","TRI COUNTY HOSPITAL","415 JEFFERSON STREET NORTH","","","WADENA","MN","56482","WADENA","2186313510","Critical Access Hospitals","Voluntary non-profit - Other","Yes","241354","46.445186","-95.1338568"
"241355","GLENCOE REGIONAL HEALTH SERVICES","1805 HENNEPIN AVENUE NORTH","","","GLENCOE","MN","55336","MCLEOD","3208643121","Critical Access Hospitals","Voluntary non-profit - Private","Yes","241355","44.7775679","-94.1517234"
"241356","MILLE LACS HEALTH SYSTEM","200 NORTH ELM STREET","","","ONAMIA","MN","56359","MILLE LACS","3205328020","Critical Access Hospitals","Voluntary non-profit - Private","Yes","241356","46.0735236","-93.6617413"
"241357","ESSENTIA HEALTH FOSSTON","900 HILLIGOSS BOULEVARD SE","","","FOSSTON","MN","56542","POLK","2184351133","Critical Access Hospitals","Voluntary non-profit - Private","Yes","241357","47.571989","-95.7392033"
"241358","CASS LAKE INDIAN HEALTH SERVICES HOSPITAL","425 7TH STREET NW","","","CASS LAKE                     ","MN","56633","CASS","2183353200","Critical Access Hospitals","Government - Federal","Yes","241358","47.384412","-94.608856"
"241359","AVERA MARSHALL REGIONAL MEDICAL CTR","300 SOUTH BRUCE STREET","","","MARSHALL","MN","56258","LYON","5075379661","Critical Access Hospitals","Government - Local","Yes","241359","44.447834","-95.777342"
"241360","DEER RIVER HEALTHCARE CENTER","1002 COMSTOCK DRIVE","","","DEER RIVER","MN","56636","ITASCA","2182462900","Critical Access Hospitals","Voluntary non-profit - Private","Yes","241360","47.3439278","-93.7925635"
"241361","QUEEN OF PEACE HOSPITAL","301 2ND STREET NORTHEAST","","","NEW PRAGUE","MN","56071","SCOTT","9527588101","Critical Access Hospitals","Voluntary non-profit - Private","Yes","241361","44.546149","-93.574017"
"241362","NEW RIVER MEDICAL CENTER","1013 HART BOULEVARD","","","MONTICELLO","MN","55362","WRIGHT","7632712211","Critical Access Hospitals","Government - Hospital District or Authority","Yes","241362","45.3005075","-93.7802623"
"241363","STEVENS COMMUNITY MEDICAL CENTER","400 EAST FIRST STREET PO BOX 660","","","MORRIS","MN","56267","STEVENS","3205891313","Critical Access Hospitals","Voluntary non-profit - Private","Yes","241363","45.5851896","-95.9055571"
"241364","COMMUNITY MEMORIAL HOSPITAL","512 SKYLINE BOULEVARD","","","CLOQUET","MN","55720","CARLTON","2188794641","Critical Access Hospitals","Voluntary non-profit - Private","Yes","241364","46.7318168","-92.4621611"
"241365","SWIFT COUNTY BENSON HOSPITAL","1815 WISCONSIN AVENUE","","","BENSON","MN","56215","SWIFT","3208434232","Critical Access Hospitals","Government - Hospital District or Authority","Yes","241365","45.3145653","-95.6084843"
"241366","MEEKER MEMORIAL HOSPITAL","612 SOUTH SIBLEY AVENUE","","","LITCHFIELD","MN","55355","MEEKER","3206933242","Critical Access Hospitals","Government - Local","Yes","241366","45.119995","-94.5280648"
"241367","KANABEC HOSPITAL","301 SOUTH HIGHWAY 65","","","MORA","MN","55051","KANABEC","3206791212","Critical Access Hospitals","Government - Local","Yes","241367","45.944497","-93.276027"
"241368","ST MICHAELS HOSPITAL & NURSING HOME","425 NORTH ELM STREET","","","SAUK CENTRE","MN","56378","STEARNS","3203522221","Critical Access Hospitals","Government - Local","Yes","241368","45.7455146","-94.9546517"
"241369","UNITED HOSPITAL DISTRICT","515 SOUTH MOORE STREET PO BOX 160","","","BLUE EARTH","MN","56013","FARIBAULT","5075263273","Critical Access Hospitals","Government - Hospital District or Authority","Yes","241369","43.6342899","-94.1009019"
"241370","ST GABRIELS HOSPITAL","815 SOUTHEAST SECOND STREET","","","LITTLE FALLS","MN","56345","MORRISON","3206325441","Critical Access Hospitals","Voluntary non-profit - Private","Yes","241370","45.9672754","-94.3626653"
"241371","SANFORD LUVERNE MEDICAL CENTER","1600 NORTH KNISS AVENUE P O BOX 1019","","","LUVERNE","MN","56156","ROCK","5072832321","Critical Access Hospitals","Voluntary non-profit - Private","Yes","241371","43.6709294","-96.2125275"
"241372","MADISON HOSPITAL","820 THIRD AVENUE","","","MADISON","MN","56256","LAC QUI PARLE","3205987556","Critical Access Hospitals","Voluntary non-profit - Private","Yes","241372","45.0166781","-96.1887842"
"241373","PERHAM MEMORIAL HOSPITAL & HOME","665 THIRD STREET SOUTHWEST","","","PERHAM","MN","56573","OTTER TAIL","2183464500","Critical Access Hospitals","Government - Hospital District or Authority","Yes","241373","46.5971619","-95.5827476"
"241374","PIPESTONE COUNTY  MEDICAL CENTER ASHTON CC","916 4TH AVENUE SOUTHWEST","","","PIPESTONE","MN","56164","PIPESTONE","5078255811","Critical Access Hospitals","Government - Local","Yes","241374","43.9914795","-96.3221274"
"241375","MINNESOTA VALLEY HEALTH CENTER  INC","621 SOUTH FOURTH STREET","","","LE SUEUR","MN","56058","LE SUEUR","5076653375","Critical Access Hospitals","Voluntary non-profit - Private","Yes","241375","44.4532617","-93.916966"
"241376","GLACIAL RIDGE HOSPITAL","10 4TH AVENUE SOUTHEAST","","","GLENWOOD","MN","56334","POPE","3206342208","Critical Access Hospitals","Government - Hospital District or Authority","Yes","241376","45.6467583","-95.3898492"
"241377","ST FRANCIS HEALTHCARE CAMPUS","2400 ST FRANCIS DRIVE","","","BRECKENRIDGE","MN","56520","WILKIN","2186433000","Critical Access Hospitals","Voluntary non-profit - Church","Yes","241377","46.2891941","-96.5889357"
"241378","NEW ULM MEDICAL CENTER","1324 FIFTH NORTH STREET","","","NEW ULM","MN","56073","BROWN","5072331000","Critical Access Hospitals","Voluntary non-profit - Private","Yes","241378","44.3119634","-94.4763486"
"241379","PRAIRIE RIDGE HOSPITAL AND HEALTH SERVICES","930 FIRST STREET NORTHEAST","","","ELBOW LAKE","MN","56531","GRANT","2186854461","Critical Access Hospitals","Government - Federal","Yes","241379","45.9936933","-95.9693037"
"241380","ST JOSEPHS AREA  HEALTH SERVICES","600 PLEASANT AVENUE","","","PARK RAPIDS","MN","56470","HUBBARD","2187323311","Critical Access Hospitals","Voluntary non-profit - Church","Yes","241380","46.9168818","-95.0614364"
"241381","SANFORD MEDICAL CENTER THIEF RIVER FALLS","120 LABREE AVENUE SOUTH","","","THIEF RIVER FALLS","MN","56701","PENNINGTON","2186814240","Critical Access Hospitals","Proprietary","Yes","241381","48.1167049","-96.1801416"
"243302","CHILDREN'S HOSPITALS & CLINICS/MPLS","2525 CHICAGO AVENUE SOUTH","","","MINNEAPOLIS","MN","55404","HENNEPIN","6128136112","Childrens","Voluntary non-profit - Private","Yes","243302","44.9562958","-93.2617012"
"250001","UNIVERSITY OF MISSISSIPPI MED CENTER","2500 N STATE ST","","","JACKSON","MS","39216","HINDS","6019844100","Acute Care Hospitals","Government - State","Yes","250001","32.3287246","-90.17555"
"250002","TISHOMINGO HEALTH SERVICES INC","1777 CURTIS DRIVE","","","IUKA","MS","38852","TISHOMINGO","6624236051","Acute Care Hospitals","Voluntary non-profit - Private","Yes","250002","34.8035497","-88.2090545"
"250004","NORTH MISSISSIPPI MEDICAL CENTER","830 S GLOSTER","","","TUPELO","MS","38801","LEE","6623777176","Acute Care Hospitals","Voluntary non-profit - Private","Yes","250004","34.243361","-88.7175248"
"250006","BAPTIST MEMORIAL HOSPITAL UNION COUNTY","200 HWY 30 WEST","","","NEW ALBANY","MS","38652","UNION","6625387631","Acute Care Hospitals","Voluntary non-profit - Other","Yes","250006","34.4782885","-89.0016034"
"250007","BILOXI REGIONAL MEDICAL CENTER","PO BOX 128/150 REYNOIR STREET","","","BILOXI","MS","39533","HARRISON","2284361104","Acute Care Hospitals","Proprietary","Yes","250007","30.3959922","-88.8905274"
"250009","MAGNOLIA REGIONAL HEALTH CENTER","611 ALCORN DRIVE","","","CORINTH","MS","38834","ALCORN","6622937660","Acute Care Hospitals","Government - Local","Yes","250009","34.9346823","-88.5586034"
"250010","TIPPAH COUNTY HOSPITAL","1005 HWY 15 N","","","RIPLEY","MS","38663","TIPPAH","6628379221","Acute Care Hospitals","Government - Local","Yes","250010","34.7382144","-88.9492286"
"250012","ALLIANCE HEALTHCARE SYSTEM","1430 EAST SALEM","","","HOLLY SPRINGS","MS","38635","MARSHALL","6622521212","Acute Care Hospitals","Voluntary non-profit - Private","No","250012","34.7843025","-89.4178902"
"250015","GRENADA LAKE MEDICAL CENTER","960 AVENT DRIVE","","","GRENADA","MS","38901","GRENADA","6622277000","Acute Care Hospitals","Government - Local","Yes","250015","33.763281","-89.8186407"
"250017","TRACE REGIONAL HOSP AND SWING BED","1004 EAST MADISON STREET","","","HOUSTON","MS","38851","CHICKASAW","6624561000","Acute Care Hospitals","Proprietary","Yes","250017","33.892313","-88.9814174"
"250018","JASPER GENERAL HOSPITAL","15 SOUTH 6TH STREET","","","BAY SPRINGS                   ","MS","39422","JASPER","6017642101","Acute Care Hospitals","Government - Local","No","250018","31.9838224","-89.2907201"
"250019","MEMORIAL HOSPITAL AT GULFPORT","4500 13TH ST-P O BOX 1810","","","GULFPORT","MS","39502","HARRISON","2288674000","Acute Care Hospitals","Government - Hospital District or Authority","Yes","250019","30.3667427","-89.1153514"
"250020","WEBSTER GENERAL HOSPITAL/SWING BED","70 MEDICAL PLAZA","","","EUPORA","MS","39744","WEBSTER","6622586221","Acute Care Hospitals","Voluntary non-profit - Other","Yes","250020","33.5406769","-89.2670124"
"250023","PEARL RIVER COUNTY HOSPITAL","305 WEST MOODY STREET","","","POPLARVILLE","MS","39470","PEARL RIVER","6017954543","Acute Care Hospitals","Voluntary non-profit - Other","No","250023","30.8571111","-89.5404952"
"250025","GILMORE MEMORIAL HOSPITAL","1105 EARL FRYE BLVD","","","AMORY","MS","38821","MONROE","6622567111","Acute Care Hospitals","Proprietary","Yes","250025","33.9745778","-88.4776753"
"250027","WINSTON MEDICAL CENTER & SWINGBED","562 EAST MAIN STREET","","","LOUISVILLE","MS","39339","WINSTON","6627736211","Acute Care Hospitals","Voluntary non-profit - Other","Yes","250027","33.1246212","-89.0337476"
"250031","RIVER REGION HEALTH SYSTEM","2100 HWY 61 N","","","VICKSBURG","MS","39183","WARREN","6018835000","Acute Care Hospitals","Proprietary","Yes","250031","32.376912","-90.826319"
"250034","BAPTIST MEMORIAL HOSPITAL NORTH MS","2301 SOUTH LAMAR","","","OXFORD","MS","38655","LAFAYETTE","6622328100","Acute Care Hospitals","Voluntary non-profit - Private","Yes","250034","34.3489936","-89.5206155"
"250036","GEORGE COUNTY HOSPITAL","859 WINTER STREET","","","LUCEDALE","MS","39452","GEORGE","6019473161","Acute Care Hospitals","Government - Local","Yes","250036","30.9217596","-88.5928608"
"250038","MADISON REGIONAL MEDICAL CENTER","1421 EAST PEACE ST","","","CANTON","MS","39046","MADISON","6018555323","Acute Care Hospitals","Proprietary","Yes","250038","32.6099613","-90.00277"
"250040","SINGING RIVER HOSPITAL","2809 DENNY AV","","","PASCAGOULA","MS","39581","JACKSON","2288095000","Acute Care Hospitals","Government - Local","Yes","250040","30.374424","-88.5328693"
"250042","NW MISSISSIPPI REGIONAL MED CENTER","1970 HOSPITAL DRIVE","","","CLARKSDALE","MS","38614","COAHOMA","6626273211","Acute Care Hospitals","Proprietary","Yes","250042","34.1971528","-90.551815"
"250043","NESHOBA COUNTY GENERAL HOSPITAL","1001 HOLLAND AVENUE","","","PHILADELPHIA","MS","39350","NESHOBA","6016631200","Acute Care Hospitals","Government - Local","No","250043","32.7531935","-89.1010534"
"250044","BAPTIST MEMORIAL HOSPITAL BOONEVILLE","100 HOSPITAL DRIVE","","","BOONEVILLE","MS","38829","PRENTISS","6627205000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","250044","34.6563651","-88.5656416"
"250048","ST DOMINIC-JACKSON MEMORIAL HOSPITAL","969 LAKELAND DR","","","JACKSON","MS","39216","HINDS","6012002000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","250048","32.332101","-90.16489"
"250049","S PIKE HOSP ASSC DBA BEACHAM MEMORIAL","205 N CHERRY ST","","","MAGNOLIA","MS","39652","PIKE","6017832351","Acute Care Hospitals","Voluntary non-profit - Private","Yes","250049","31.1452872","-90.4594548"
"250050","OCH REGIONAL MEDICAL CENTER","400 HOSPITAL ROAD","","","STARKVILLE","MS","39759","OKTIBBEHA","6623234320","Acute Care Hospitals","Government - Local","Yes","250050","33.476001","-88.820997"
"250051","KILMICHAEL HOSPITAL","301 LAMAR AVENUE","","","KILMICHAEL","MS","39747","MONTGOMERY","6622624311","Acute Care Hospitals","Government - Hospital District or Authority","No","250051","33.441021","-89.5723513"
"250057","KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN","P O BOX 948/427 HIGHWAY 51 NORTH","","","BROOKHAVEN","MS","39601","LINCOLN","6018336011","Acute Care Hospitals","Voluntary non-profit - Other","Yes","250057","31.575447","-90.4566848"
"250058","SOUTH CENTRAL REG MED CTR","1220 JEFFERSON ST BOX 607","","","LAUREL","MS","39440","JONES","6016494000","Acute Care Hospitals","Government - Local","Yes","250058","31.6940509","-89.1306124"
"250059","MONTFORT JONES MEMORIAL HOSPITAL","220 HWY 12 WEST","","","KOSCIUSKO","MS","39090","ATTALA","6622894311","Acute Care Hospitals","Voluntary non-profit - Other","Yes","250059","33.0660413","-89.5830092"
"250060","JEFFERSON COUNTY HOSPITAL","809 S MAIN BOX 577","","","FAYETTE","MS","39069","JEFFERSON","6017863401","Acute Care Hospitals","Government - Local","Yes","250060","31.7115534","-91.0606607"
"250061","YALOBUSHA GENERAL HOSPITAL","630 SOUTH MAIN STREET","","","WATER VALLEY","MS","38965","YALOBUSHA","6624731411","Acute Care Hospitals","Government - Local","No","250061","34.1278621","-89.6409872"
