Provider Number,Condition,Score
50024,Surgical Care Improvement Project Process of Care Measures,100
170192,Pneumonia Process of Care Measures,89
451309,Surgical Care Improvement Project Process of Care Measures,N/A
370002,Heart Attack or Chest Pain Process of Care Measures,148
250104,Surgical Care Improvement Project Process of Care Measures,90
260004,Heart Attack or Chest Pain Process of Care Measures,N/A
510039,Heart Attack or Chest Pain Process of Care Measures,N/A
440048,Heart Failure Process of Care Measures,96
10104,Surgical Care Improvement Project Process of Care Measures,95
170023,Heart Attack or Chest Pain Process of Care Measures,100
490021,Surgical Care Improvement Project Process of Care Measures,92
330231,Pneumonia Process of Care Measures,98
50599,Heart Attack or Chest Pain Process of Care Measures,96
50036,Heart Attack or Chest Pain Process of Care Measures,100
330030,Pneumonia Process of Care Measures,96
160067,Pneumonia Process of Care Measures,100
451321,Surgical Care Improvement Project Process of Care Measures,N/A
131326,Surgical Care Improvement Project Process of Care Measures,100
170194,Surgical Care Improvement Project Process of Care Measures,0
360072,Heart Attack or Chest Pain Process of Care Measures,81
190017,Heart Attack or Chest Pain Process of Care Measures,100
110121,Heart Attack or Chest Pain Process of Care Measures,N/A
330126,Heart Attack or Chest Pain Process of Care Measures,100
30006,Heart Attack or Chest Pain Process of Care Measures,N/A
390321,Pneumonia Process of Care Measures,N/A
171313,Heart Attack or Chest Pain Process of Care Measures,N/A
450597,Surgical Care Improvement Project Process of Care Measures,100
420010,Heart Attack or Chest Pain Process of Care Measures,7
33016F,Pneumonia Process of Care Measures,100
50492,Heart Failure Process of Care Measures,100
110032,Surgical Care Improvement Project Process of Care Measures,N/A
271341,Surgical Care Improvement Project Process of Care Measures,N/A
220065,Surgical Care Improvement Project Process of Care Measures,89
501315,Surgical Care Improvement Project Process of Care Measures,N/A
241373,Heart Failure Process of Care Measures,50
100217,Surgical Care Improvement Project Process of Care Measures,97
510039,Heart Attack or Chest Pain Process of Care Measures,8
421301,Heart Failure Process of Care Measures,80
330108,Heart Attack or Chest Pain Process of Care Measures,100
450023,Surgical Care Improvement Project Process of Care Measures,100
331304,Surgical Care Improvement Project Process of Care Measures,N/A
450155,Surgical Care Improvement Project Process of Care Measures,N/A
110045,Pneumonia Process of Care Measures,99
240057,Surgical Care Improvement Project Process of Care Measures,94
400005,Heart Attack or Chest Pain Process of Care Measures,100
320057,Surgical Care Improvement Project Process of Care Measures,N/A
390197,Surgical Care Improvement Project Process of Care Measures,85
450072,Surgical Care Improvement Project Process of Care Measures,97
341303,Pneumonia Process of Care Measures,90
01019F,Surgical Care Improvement Project Process of Care Measures,N/A
670052,Heart Attack or Chest Pain Process of Care Measures,9
190006,Surgical Care Improvement Project Process of Care Measures,90
40091,Surgical Care Improvement Project Process of Care Measures,75
450809,Heart Attack or Chest Pain Process of Care Measures,100
431316,Heart Attack or Chest Pain Process of Care Measures,N/A
450827,Heart Attack or Chest Pain Process of Care Measures,93
190098,Surgical Care Improvement Project Process of Care Measures,90
50118,Heart Attack or Chest Pain Process of Care Measures,8
100236,Heart Attack or Chest Pain Process of Care Measures,100
310040,Heart Attack or Chest Pain Process of Care Measures,95
180067,Surgical Care Improvement Project Process of Care Measures,94
31315,Pneumonia Process of Care Measures,N/A
210023,Pneumonia Process of Care Measures,93
360212,Pneumonia Process of Care Measures,97
50380,Pneumonia Process of Care Measures,99
371313,Surgical Care Improvement Project Process of Care Measures,N/A
210025,Surgical Care Improvement Project Process of Care Measures,84
490069,Heart Attack or Chest Pain Process of Care Measures,100
340120,Surgical Care Improvement Project Process of Care Measures,100
51318,Heart Attack or Chest Pain Process of Care Measures,N/A
50744,Heart Failure Process of Care Measures,100
100302,Heart Failure Process of Care Measures,100
330132,Surgical Care Improvement Project Process of Care Measures,90
451356,Surgical Care Improvement Project Process of Care Measures,100
330088,Heart Attack or Chest Pain Process of Care Measures,100
241319,Heart Attack or Chest Pain Process of Care Measures,N/A
50211,Heart Attack or Chest Pain Process of Care Measures,100
05130F,Heart Attack or Chest Pain Process of Care Measures,100
220062,Surgical Care Improvement Project Process of Care Measures,N/A
50205,Heart Attack or Chest Pain Process of Care Measures,N/A
220090,Surgical Care Improvement Project Process of Care Measures,100
50309,Pneumonia Process of Care Measures,95
390233,Heart Failure Process of Care Measures,81
521340,Heart Failure Process of Care Measures,97
100135,Heart Attack or Chest Pain Process of Care Measures,100
161373,Surgical Care Improvement Project Process of Care Measures,N/A
310034,Surgical Care Improvement Project Process of Care Measures,100
290022,Heart Failure Process of Care Measures,100
150125,Heart Attack or Chest Pain Process of Care Measures,56
371316,Heart Attack or Chest Pain Process of Care Measures,N/A
60113,Surgical Care Improvement Project Process of Care Measures,94
360046,Surgical Care Improvement Project Process of Care Measures,92
250049,Surgical Care Improvement Project Process of Care Measures,N/A
40047,Surgical Care Improvement Project Process of Care Measures,N/A
450674,Surgical Care Improvement Project Process of Care Measures,98
171309,Heart Failure Process of Care Measures,N/A
521310,Pneumonia Process of Care Measures,90
400006,Heart Attack or Chest Pain Process of Care Measures,N/A
140281,Heart Attack or Chest Pain Process of Care Measures,N/A
451378,Heart Attack or Chest Pain Process of Care Measures,100
450662,Heart Attack or Chest Pain Process of Care Measures,100
421304,Pneumonia Process of Care Measures,80
301300,Pneumonia Process of Care Measures,75
440083,Surgical Care Improvement Project Process of Care Measures,60
320033,Heart Attack or Chest Pain Process of Care Measures,N/A
10039,Surgical Care Improvement Project Process of Care Measures,92
450867,Pneumonia Process of Care Measures,98
440131,Pneumonia Process of Care Measures,95
11303,Heart Failure Process of Care Measures,80
450864,Surgical Care Improvement Project Process of Care Measures,100
420053,Surgical Care Improvement Project Process of Care Measures,95
31001F,Surgical Care Improvement Project Process of Care Measures,92
100253,Surgical Care Improvement Project Process of Care Measures,90
241302,Surgical Care Improvement Project Process of Care Measures,N/A
370210,Surgical Care Improvement Project Process of Care Measures,100
141328,Pneumonia Process of Care Measures,97
271343,Heart Failure Process of Care Measures,100
390139,Pneumonia Process of Care Measures,100
110015,Surgical Care Improvement Project Process of Care Measures,98
120014,Heart Attack or Chest Pain Process of Care Measures,99
451313,Surgical Care Improvement Project Process of Care Measures,N/A
330406,Heart Failure Process of Care Measures,N/A
400048,Surgical Care Improvement Project Process of Care Measures,N/A
281350,Pneumonia Process of Care Measures,100
110059,Surgical Care Improvement Project Process of Care Measures,100
520198,Surgical Care Improvement Project Process of Care Measures,99
140233,Surgical Care Improvement Project Process of Care Measures,98
230069,Pneumonia Process of Care Measures,91
420098,Surgical Care Improvement Project Process of Care Measures,96
170040,Surgical Care Improvement Project Process of Care Measures,89
181307,Surgical Care Improvement Project Process of Care Measures,N/A
10095,Surgical Care Improvement Project Process of Care Measures,N/A
161302,Surgical Care Improvement Project Process of Care Measures,98
340024,Pneumonia Process of Care Measures,96
140251,Heart Attack or Chest Pain Process of Care Measures,100
310034,Surgical Care Improvement Project Process of Care Measures,97
391300,Heart Attack or Chest Pain Process of Care Measures,N/A
141342,Pneumonia Process of Care Measures,93
60006,Surgical Care Improvement Project Process of Care Measures,93
100069,Surgical Care Improvement Project Process of Care Measures,99
50352,Pneumonia Process of Care Measures,91
140182,Pneumonia Process of Care Measures,100
26004F,Surgical Care Improvement Project Process of Care Measures,N/A
270014,Heart Attack or Chest Pain Process of Care Measures,N/A
441314,Surgical Care Improvement Project Process of Care Measures,N/A
60054,Pneumonia Process of Care Measures,92
30119,Heart Attack or Chest Pain Process of Care Measures,83
440009,Heart Attack or Chest Pain Process of Care Measures,100
181331,Surgical Care Improvement Project Process of Care Measures,N/A
330085,Pneumonia Process of Care Measures,100
150023,Pneumonia Process of Care Measures,94
370054,Pneumonia Process of Care Measures,80
670023,Surgical Care Improvement Project Process of Care Measures,91
511309,Surgical Care Improvement Project Process of Care Measures,N/A
121303,Pneumonia Process of Care Measures,N/A
160045,Pneumonia Process of Care Measures,99
140001,Heart Attack or Chest Pain Process of Care Measures,88
10152,Surgical Care Improvement Project Process of Care Measures,95
330055,Surgical Care Improvement Project Process of Care Measures,98
231331,Pneumonia Process of Care Measures,78
431323,Surgical Care Improvement Project Process of Care Measures,N/A
100040,Heart Attack or Chest Pain Process of Care Measures,100
27003F,Surgical Care Improvement Project Process of Care Measures,99
161311,Heart Attack or Chest Pain Process of Care Measures,N/A
281334,Heart Attack or Chest Pain Process of Care Measures,N/A
500026,Surgical Care Improvement Project Process of Care Measures,100
390127,Surgical Care Improvement Project Process of Care Measures,100
330261,Surgical Care Improvement Project Process of Care Measures,N/A
301300,Heart Attack or Chest Pain Process of Care Measures,25
330213,Heart Attack or Chest Pain Process of Care Measures,100
250004,Pneumonia Process of Care Measures,98
140077,Pneumonia Process of Care Measures,96
440182,Pneumonia Process of Care Measures,100
670063,Heart Attack or Chest Pain Process of Care Measures,N/A
360038,Surgical Care Improvement Project Process of Care Measures,97
50688,Heart Failure Process of Care Measures,100
521344,Pneumonia Process of Care Measures,100
340060,Heart Attack or Chest Pain Process of Care Measures,80
100288,Heart Attack or Chest Pain Process of Care Measures,94
310031,Heart Attack or Chest Pain Process of Care Measures,N/A
220010,Heart Attack or Chest Pain Process of Care Measures,99
330350,Heart Attack or Chest Pain Process of Care Measures,N/A
141351,Heart Attack or Chest Pain Process of Care Measures,98
521346,Heart Attack or Chest Pain Process of Care Measures,N/A
80007,Surgical Care Improvement Project Process of Care Measures,99
450489,Pneumonia Process of Care Measures,88
50528,Heart Attack or Chest Pain Process of Care Measures,94
50082,Heart Failure Process of Care Measures,100
521316,Pneumonia Process of Care Measures,61
410005,Pneumonia Process of Care Measures,98
390063,Surgical Care Improvement Project Process of Care Measures,96
40014,Surgical Care Improvement Project Process of Care Measures,93
490013,Surgical Care Improvement Project Process of Care Measures,N/A
170123,Heart Attack or Chest Pain Process of Care Measures,100
340011,Heart Failure Process of Care Measures,82
301305,Pneumonia Process of Care Measures,90
360241,Surgical Care Improvement Project Process of Care Measures,N/A
40084,Heart Attack or Chest Pain Process of Care Measures,N/A
330277,Surgical Care Improvement Project Process of Care Measures,85
40071,Heart Attack or Chest Pain Process of Care Measures,5
360096,Pneumonia Process of Care Measures,92
450639,Pneumonia Process of Care Measures,94
50471,Surgical Care Improvement Project Process of Care Measures,93
500049,Surgical Care Improvement Project Process of Care Measures,96
60020,Heart Attack or Chest Pain Process of Care Measures,100
220002,Surgical Care Improvement Project Process of Care Measures,99
390065,Surgical Care Improvement Project Process of Care Measures,97
390236,Surgical Care Improvement Project Process of Care Measures,90
33015F,Surgical Care Improvement Project Process of Care Measures,N/A
360261,Heart Attack or Chest Pain Process of Care Measures,N/A
261303,Heart Attack or Chest Pain Process of Care Measures,N/A
520011,Surgical Care Improvement Project Process of Care Measures,100
31314,Surgical Care Improvement Project Process of Care Measures,80
220024,Surgical Care Improvement Project Process of Care Measures,96
450372,Heart Attack or Chest Pain Process of Care Measures,N/A
60076,Surgical Care Improvement Project Process of Care Measures,100
140011,Surgical Care Improvement Project Process of Care Measures,93
10056,Surgical Care Improvement Project Process of Care Measures,99
420007,Surgical Care Improvement Project Process of Care Measures,96
180011,Surgical Care Improvement Project Process of Care Measures,97
190256,Surgical Care Improvement Project Process of Care Measures,50
10009F,Surgical Care Improvement Project Process of Care Measures,92
37014F,Surgical Care Improvement Project Process of Care Measures,100
241311,Pneumonia Process of Care Measures,80
381306,Pneumonia Process of Care Measures,90
450419,Heart Attack or Chest Pain Process of Care Measures,100
240101,Pneumonia Process of Care Measures,92
231329,Surgical Care Improvement Project Process of Care Measures,100
241302,Surgical Care Improvement Project Process of Care Measures,N/A
260207,Surgical Care Improvement Project Process of Care Measures,95
50095,Pneumonia Process of Care Measures,N/A
50608,Surgical Care Improvement Project Process of Care Measures,33
210049,Surgical Care Improvement Project Process of Care Measures,94
330061,Pneumonia Process of Care Measures,96
260186,Pneumonia Process of Care Measures,97
191321,Pneumonia Process of Care Measures,100
50277,Heart Attack or Chest Pain Process of Care Measures,100
120014,Pneumonia Process of Care Measures,86
230174,Heart Attack or Chest Pain Process of Care Measures,100
190020,Heart Attack or Chest Pain Process of Care Measures,N/A
151331,Surgical Care Improvement Project Process of Care Measures,100
150158,Pneumonia Process of Care Measures,99
450586,Heart Attack or Chest Pain Process of Care Measures,100
450844,Surgical Care Improvement Project Process of Care Measures,96
450678,Heart Attack or Chest Pain Process of Care Measures,96
241342,Surgical Care Improvement Project Process of Care Measures,N/A
330276,Surgical Care Improvement Project Process of Care Measures,100
141311,Pneumonia Process of Care Measures,100
100068,Heart Attack or Chest Pain Process of Care Measures,N/A
451379,Surgical Care Improvement Project Process of Care Measures,N/A
330399,Surgical Care Improvement Project Process of Care Measures,87
220049,Heart Attack or Chest Pain Process of Care Measures,36
420054,Heart Attack or Chest Pain Process of Care Measures,50
450369,Heart Attack or Chest Pain Process of Care Measures,100
230259,Surgical Care Improvement Project Process of Care Measures,N/A
150154,Heart Attack or Chest Pain Process of Care Measures,N/A
521333,Heart Attack or Chest Pain Process of Care Measures,100
371300,Surgical Care Improvement Project Process of Care Measures,N/A
381325,Heart Attack or Chest Pain Process of Care Measures,50
100220,Surgical Care Improvement Project Process of Care Measures,85
381309,Heart Attack or Chest Pain Process of Care Measures,100
490090,Surgical Care Improvement Project Process of Care Measures,89
510002,Heart Attack or Chest Pain Process of Care Measures,97
50232,Heart Failure Process of Care Measures,100
370153,Heart Attack or Chest Pain Process of Care Measures,100
150072,Heart Failure Process of Care Measures,89
310086,Surgical Care Improvement Project Process of Care Measures,95
240071,Pneumonia Process of Care Measures,88
36003F,Surgical Care Improvement Project Process of Care Measures,N/A
340183,Pneumonia Process of Care Measures,98
50567,Heart Attack or Chest Pain Process of Care Measures,93
10063F,Surgical Care Improvement Project Process of Care Measures,98
460041,Heart Attack or Chest Pain Process of Care Measures,100
160147,Surgical Care Improvement Project Process of Care Measures,100
150033,Heart Attack or Chest Pain Process of Care Measures,97
360352,Heart Failure Process of Care Measures,N/A
160083,Heart Attack or Chest Pain Process of Care Measures,100
450845,Heart Failure Process of Care Measures,N/A
110024,Heart Attack or Chest Pain Process of Care Measures,96
520063,Surgical Care Improvement Project Process of Care Measures,86
200034,Pneumonia Process of Care Measures,82
260024,Pneumonia Process of Care Measures,81
10104,Surgical Care Improvement Project Process of Care Measures,96
261306,Surgical Care Improvement Project Process of Care Measures,N/A
100099,Heart Attack or Chest Pain Process of Care Measures,N/A
190106,Heart Attack or Chest Pain Process of Care Measures,20
510029,Pneumonia Process of Care Measures,72
180093,Pneumonia Process of Care Measures,91
10110,Pneumonia Process of Care Measures,33
111319,Pneumonia Process of Care Measures,100
50133,Surgical Care Improvement Project Process of Care Measures,97
140120,Heart Attack or Chest Pain Process of Care Measures,56
180001,Heart Attack or Chest Pain Process of Care Measures,100
370153,Surgical Care Improvement Project Process of Care Measures,N/A
111314,Surgical Care Improvement Project Process of Care Measures,N/A
20001,Heart Attack or Chest Pain Process of Care Measures,100
50069,Surgical Care Improvement Project Process of Care Measures,92
410011,Heart Attack or Chest Pain Process of Care Measures,4
100046,Pneumonia Process of Care Measures,96
180016,Surgical Care Improvement Project Process of Care Measures,83
371317,Surgical Care Improvement Project Process of Care Measures,94
410008,Heart Attack or Chest Pain Process of Care Measures,100
450124,Surgical Care Improvement Project Process of Care Measures,96
110187,Heart Attack or Chest Pain Process of Care Measures,148
101309,Heart Attack or Chest Pain Process of Care Measures,N/A
281353,Surgical Care Improvement Project Process of Care Measures,N/A
241326,Pneumonia Process of Care Measures,100
321301,Heart Failure Process of Care Measures,100
330037,Heart Attack or Chest Pain Process of Care Measures,N/A
17008F,Pneumonia Process of Care Measures,96
140114,Heart Attack or Chest Pain Process of Care Measures,86
360262,Heart Failure Process of Care Measures,91
150061,Surgical Care Improvement Project Process of Care Measures,56
340133,Surgical Care Improvement Project Process of Care Measures,96
190034,Heart Attack or Chest Pain Process of Care Measures,N/A
441312,Surgical Care Improvement Project Process of Care Measures,N/A
290041,Surgical Care Improvement Project Process of Care Measures,98
210049,Heart Attack or Chest Pain Process of Care Measures,99
420086,Heart Attack or Chest Pain Process of Care Measures,N/A
271340,Surgical Care Improvement Project Process of Care Measures,100
390313,Heart Attack or Chest Pain Process of Care Measures,88
390016,Heart Attack or Chest Pain Process of Care Measures,68
190118,Heart Attack or Chest Pain Process of Care Measures,N/A
500050,Pneumonia Process of Care Measures,88
150097,Heart Attack or Chest Pain Process of Care Measures,4
50697,Heart Attack or Chest Pain Process of Care Measures,N/A
140115,Surgical Care Improvement Project Process of Care Measures,N/A
50071,Heart Attack or Chest Pain Process of Care Measures,100
490109,Pneumonia Process of Care Measures,100
50748,Heart Attack or Chest Pain Process of Care Measures,100
160082,Pneumonia Process of Care Measures,93
450484,Surgical Care Improvement Project Process of Care Measures,100
670004,Surgical Care Improvement Project Process of Care Measures,N/A
150086,Pneumonia Process of Care Measures,94
500036,Heart Attack or Chest Pain Process of Care Measures,100
220012,Heart Attack or Chest Pain Process of Care Measures,5
281307,Surgical Care Improvement Project Process of Care Measures,N/A
50573,Heart Failure Process of Care Measures,90
460033,Surgical Care Improvement Project Process of Care Measures,N/A
521321,Pneumonia Process of Care Measures,100
50272,Heart Failure Process of Care Measures,100
100038,Surgical Care Improvement Project Process of Care Measures,99
210030,Surgical Care Improvement Project Process of Care Measures,61
230151,Surgical Care Improvement Project Process of Care Measures,97
110101,Heart Attack or Chest Pain Process of Care Measures,100
270087,Surgical Care Improvement Project Process of Care Measures,89
51324,Surgical Care Improvement Project Process of Care Measures,84
161360,Surgical Care Improvement Project Process of Care Measures,100
490005,Surgical Care Improvement Project Process of Care Measures,99
241377,Surgical Care Improvement Project Process of Care Measures,N/A
50625,Surgical Care Improvement Project Process of Care Measures,100
340060,Surgical Care Improvement Project Process of Care Measures,95
460054,Surgical Care Improvement Project Process of Care Measures,83
360070,Heart Attack or Chest Pain Process of Care Measures,7
50090,Surgical Care Improvement Project Process of Care Measures,95
450130,Surgical Care Improvement Project Process of Care Measures,93
241306,Pneumonia Process of Care Measures,N/A
240196,Heart Attack or Chest Pain Process of Care Measures,N/A
40137,Surgical Care Improvement Project Process of Care Measures,61
340156,Surgical Care Improvement Project Process of Care Measures,N/A
330268,Pneumonia Process of Care Measures,96
240115,Heart Attack or Chest Pain Process of Care Measures,99
450883,Surgical Care Improvement Project Process of Care Measures,97
490117,Heart Attack or Chest Pain Process of Care Measures,91
450658,Surgical Care Improvement Project Process of Care Measures,N/A
391311,Surgical Care Improvement Project Process of Care Measures,N/A
330234,Surgical Care Improvement Project Process of Care Measures,92
180020,Surgical Care Improvement Project Process of Care Measures,100
10050,Heart Attack or Chest Pain Process of Care Measures,7
390001,Pneumonia Process of Care Measures,84
450144,Heart Attack or Chest Pain Process of Care Measures,208
30036,Surgical Care Improvement Project Process of Care Measures,99
360172,Heart Attack or Chest Pain Process of Care Measures,100
420087,Pneumonia Process of Care Measures,91
70017,Surgical Care Improvement Project Process of Care Measures,95
390101,Pneumonia Process of Care Measures,100
130018,Children's Asthma Process of Care Measures,68
60020,Heart Attack or Chest Pain Process of Care Measures,N/A
370019,Heart Attack or Chest Pain Process of Care Measures,89
50025,Surgical Care Improvement Project Process of Care Measures,81
521310,Heart Attack or Chest Pain Process of Care Measures,N/A
500031,Surgical Care Improvement Project Process of Care Measures,88
261321,Heart Failure Process of Care Measures,100
150022,Heart Attack or Chest Pain Process of Care Measures,100
340132,Surgical Care Improvement Project Process of Care Measures,N/A
220035,Heart Attack or Chest Pain Process of Care Measures,100
530032,Heart Attack or Chest Pain Process of Care Measures,100
50498,Heart Attack or Chest Pain Process of Care Measures,N/A
320069,Surgical Care Improvement Project Process of Care Measures,93
330141,Surgical Care Improvement Project Process of Care Measures,95
370019,Heart Attack or Chest Pain Process of Care Measures,98
361333,Heart Attack or Chest Pain Process of Care Measures,N/A
340098,Surgical Care Improvement Project Process of Care Measures,98
100125,Surgical Care Improvement Project Process of Care Measures,100
420005,Heart Attack or Chest Pain Process of Care Measures,100
440197,Surgical Care Improvement Project Process of Care Measures,98
300023,Heart Failure Process of Care Measures,100
330235,Surgical Care Improvement Project Process of Care Measures,79
141338,Heart Attack or Chest Pain Process of Care Measures,100
290046,Heart Attack or Chest Pain Process of Care Measures,94
390321,Surgical Care Improvement Project Process of Care Measures,N/A
330191,Heart Attack or Chest Pain Process of Care Measures,100
241309,Heart Attack or Chest Pain Process of Care Measures,114
450796,Surgical Care Improvement Project Process of Care Measures,89
40076,Heart Attack or Chest Pain Process of Care Measures,88
400012,Heart Attack or Chest Pain Process of Care Measures,N/A
450293,Surgical Care Improvement Project Process of Care Measures,N/A
490012,Surgical Care Improvement Project Process of Care Measures,67
140080,Heart Attack or Chest Pain Process of Care Measures,100
271325,Heart Attack or Chest Pain Process of Care Measures,N/A
351307,Heart Attack or Chest Pain Process of Care Measures,N/A
160082,Heart Attack or Chest Pain Process of Care Measures,N/A
281360,Heart Attack or Chest Pain Process of Care Measures,N/A
161329,Heart Failure Process of Care Measures,N/A
450080,Heart Attack or Chest Pain Process of Care Measures,100
110023,Surgical Care Improvement Project Process of Care Measures,100
30013,Surgical Care Improvement Project Process of Care Measures,93
530010,Heart Attack or Chest Pain Process of Care Measures,N/A
450749,Pneumonia Process of Care Measures,75
310111,Pneumonia Process of Care Measures,95
521313,Heart Attack or Chest Pain Process of Care Measures,N/A
430095,Heart Attack or Chest Pain Process of Care Measures,100
20018,Surgical Care Improvement Project Process of Care Measures,N/A
50551,Surgical Care Improvement Project Process of Care Measures,91
240088,Heart Attack or Chest Pain Process of Care Measures,97
330049,Surgical Care Improvement Project Process of Care Measures,95
180128,Surgical Care Improvement Project Process of Care Measures,99
320060,Pneumonia Process of Care Measures,33
450033,Heart Attack or Chest Pain Process of Care Measures,N/A
281315,Pneumonia Process of Care Measures,100
310024,Pneumonia Process of Care Measures,95
50588,Surgical Care Improvement Project Process of Care Measures,100
50039,Surgical Care Improvement Project Process of Care Measures,93
170033,Heart Attack or Chest Pain Process of Care Measures,93
281344,Heart Failure Process of Care Measures,N/A
520027,Surgical Care Improvement Project Process of Care Measures,92
240002,Pneumonia Process of Care Measures,92
450690,Surgical Care Improvement Project Process of Care Measures,100
290032,Heart Attack or Chest Pain Process of Care Measures,85
140167,Surgical Care Improvement Project Process of Care Measures,96
330078,Heart Attack or Chest Pain Process of Care Measures,95
10090,Surgical Care Improvement Project Process of Care Measures,96
241327,Heart Attack or Chest Pain Process of Care Measures,N/A
330153,Surgical Care Improvement Project Process of Care Measures,97
181302,Surgical Care Improvement Project Process of Care Measures,N/A
180012,Heart Attack or Chest Pain Process of Care Measures,67
340017,Surgical Care Improvement Project Process of Care Measures,98
441308,Surgical Care Improvement Project Process of Care Measures,N/A
330211,Heart Attack or Chest Pain Process of Care Measures,100
260050,Heart Attack or Chest Pain Process of Care Measures,N/A
360130,Surgical Care Improvement Project Process of Care Measures,90
500025,Heart Attack or Chest Pain Process of Care Measures,N/A
390004,Surgical Care Improvement Project Process of Care Measures,92
10065,Heart Failure Process of Care Measures,95
220017,Heart Attack or Chest Pain Process of Care Measures,N/A
151327,Surgical Care Improvement Project Process of Care Measures,84
100039,Surgical Care Improvement Project Process of Care Measures,90
61316,Heart Attack or Chest Pain Process of Care Measures,N/A
330013,Heart Attack or Chest Pain Process of Care Measures,100
100006,Heart Attack or Chest Pain Process of Care Measures,N/A
50058,Heart Attack or Chest Pain Process of Care Measures,100
50024,Surgical Care Improvement Project Process of Care Measures,100
180050,Pneumonia Process of Care Measures,95
241319,Pneumonia Process of Care Measures,N/A
90008,Pneumonia Process of Care Measures,86
360074,Heart Failure Process of Care Measures,100
430048,Surgical Care Improvement Project Process of Care Measures,99
241311,Pneumonia Process of Care Measures,83
50760,Surgical Care Improvement Project Process of Care Measures,99
14003F,Pneumonia Process of Care Measures,99
180132,Surgical Care Improvement Project Process of Care Measures,95
360148,Surgical Care Improvement Project Process of Care Measures,100
190267,Heart Attack or Chest Pain Process of Care Measures,N/A
361310,Surgical Care Improvement Project Process of Care Measures,92
180025,Surgical Care Improvement Project Process of Care Measures,94
260177,Surgical Care Improvement Project Process of Care Measures,78
430084,Heart Attack or Chest Pain Process of Care Measures,N/A
40020,Heart Failure Process of Care Measures,100
171376,Surgical Care Improvement Project Process of Care Measures,25
260207,Pneumonia Process of Care Measures,100
10001,Heart Attack or Chest Pain Process of Care Measures,99
10069,Pneumonia Process of Care Measures,47
280105,Surgical Care Improvement Project Process of Care Measures,N/A
181306,Heart Failure Process of Care Measures,80
260021,Surgical Care Improvement Project Process of Care Measures,N/A
360236,Pneumonia Process of Care Measures,98
191320,Surgical Care Improvement Project Process of Care Measures,N/A
10078,Surgical Care Improvement Project Process of Care Measures,81
420023,Surgical Care Improvement Project Process of Care Measures,98
130003,Heart Attack or Chest Pain Process of Care Measures,100
450296,Surgical Care Improvement Project Process of Care Measures,70
40017,Surgical Care Improvement Project Process of Care Measures,95
190297,Pneumonia Process of Care Measures,N/A
140053,Pneumonia Process of Care Measures,80
141327,Surgical Care Improvement Project Process of Care Measures,97
341304,Surgical Care Improvement Project Process of Care Measures,N/A
520070,Pneumonia Process of Care Measures,94
241316,Heart Attack or Chest Pain Process of Care Measures,N/A
360032,Heart Attack or Chest Pain Process of Care Measures,53
180038,Surgical Care Improvement Project Process of Care Measures,96
370094,Children's Asthma Process of Care Measures,100
110034,Pneumonia Process of Care Measures,85
460021,Pneumonia Process of Care Measures,98
310034,Pneumonia Process of Care Measures,99
50111,Heart Attack or Chest Pain Process of Care Measures,N/A
180035,Surgical Care Improvement Project Process of Care Measures,97
170033,Heart Attack or Chest Pain Process of Care Measures,N/A
390125,Surgical Care Improvement Project Process of Care Measures,79
260034,Heart Attack or Chest Pain Process of Care Measures,55
370218,Heart Attack or Chest Pain Process of Care Measures,100
531303,Heart Attack or Chest Pain Process of Care Measures,N/A
101313,Pneumonia Process of Care Measures,100
300034,Heart Attack or Chest Pain Process of Care Measures,100
450144,Heart Failure Process of Care Measures,60
370113,Surgical Care Improvement Project Process of Care Measures,100
260095,Heart Failure Process of Care Measures,100
490053,Surgical Care Improvement Project Process of Care Measures,98
50102,Heart Attack or Chest Pain Process of Care Measures,0
260141,Surgical Care Improvement Project Process of Care Measures,99
320074,Surgical Care Improvement Project Process of Care Measures,100
420091,Heart Attack or Chest Pain Process of Care Measures,94
14007F,Heart Failure Process of Care Measures,100
240210,Surgical Care Improvement Project Process of Care Measures,95
240210,Heart Attack or Chest Pain Process of Care Measures,13
270051,Surgical Care Improvement Project Process of Care Measures,97
390195,Pneumonia Process of Care Measures,100
240061,Surgical Care Improvement Project Process of Care Measures,98
190204,Surgical Care Improvement Project Process of Care Measures,100
320017,Surgical Care Improvement Project Process of Care Measures,100
31309,Pneumonia Process of Care Measures,89
31309,Surgical Care Improvement Project Process of Care Measures,N/A
10052,Heart Failure Process of Care Measures,78
330233,Heart Attack or Chest Pain Process of Care Measures,99
340040,Heart Attack or Chest Pain Process of Care Measures,92
171331,Heart Failure Process of Care Measures,N/A
230146,Heart Attack or Chest Pain Process of Care Measures,97
200024,Heart Attack or Chest Pain Process of Care Measures,97
150030,Heart Failure Process of Care Measures,100
190242,Heart Attack or Chest Pain Process of Care Measures,100
370214,Pneumonia Process of Care Measures,100
310070,Heart Failure Process of Care Measures,96
220052,Surgical Care Improvement Project Process of Care Measures,99
330224,Heart Attack or Chest Pain Process of Care Measures,N/A
451364,Heart Failure Process of Care Measures,0
490114,Pneumonia Process of Care Measures,96
40067,Heart Attack or Chest Pain Process of Care Measures,100
50224,Heart Failure Process of Care Measures,100
140100,Heart Attack or Chest Pain Process of Care Measures,N/A
670049,Heart Attack or Chest Pain Process of Care Measures,N/A
500026,Heart Attack or Chest Pain Process of Care Measures,N/A
50112,Heart Attack or Chest Pain Process of Care Measures,96
180115,Surgical Care Improvement Project Process of Care Measures,50
