Provider Number,Condition,Score
171340,Surgical Care Improvement Project Process of Care Measures,N/A
50353,Heart Attack or Chest Pain Process of Care Measures,N/A
270023,Heart Attack or Chest Pain Process of Care Measures,13
50407,Heart Failure Process of Care Measures,100
490052,Pneumonia Process of Care Measures,98
190079,Surgical Care Improvement Project Process of Care Measures,N/A
500050,Heart Failure Process of Care Measures,97
41307,Pneumonia Process of Care Measures,100
140209,Surgical Care Improvement Project Process of Care Measures,93
400079,Pneumonia Process of Care Measures,100
260077,Heart Failure Process of Care Measures,89
170197,Pneumonia Process of Care Measures,100
160067,Heart Attack or Chest Pain Process of Care Measures,100
370153,Heart Attack or Chest Pain Process of Care Measures,100
361307,Heart Attack or Chest Pain Process of Care Measures,N/A
260078,Surgical Care Improvement Project Process of Care Measures,96
440144,Heart Attack or Chest Pain Process of Care Measures,100
360080,Pneumonia Process of Care Measures,87
250036,Heart Attack or Chest Pain Process of Care Measures,N/A
110015,Surgical Care Improvement Project Process of Care Measures,86
380021,Heart Failure Process of Care Measures,100
36007F,Surgical Care Improvement Project Process of Care Measures,99
670064,Pneumonia Process of Care Measures,N/A
60113,Surgical Care Improvement Project Process of Care Measures,91
490115,Surgical Care Improvement Project Process of Care Measures,100
240014,Heart Attack or Chest Pain Process of Care Measures,N/A
170016,Heart Attack or Chest Pain Process of Care Measures,100
490079,Surgical Care Improvement Project Process of Care Measures,N/A
130007,Surgical Care Improvement Project Process of Care Measures,96
40069,Heart Attack or Chest Pain Process of Care Measures,N/A
231333,Heart Failure Process of Care Measures,100
231321,Heart Attack or Chest Pain Process of Care Measures,67
340002,Surgical Care Improvement Project Process of Care Measures,97
440091,Surgical Care Improvement Project Process of Care Measures,100
340013,Heart Attack or Chest Pain Process of Care Measures,12
10167,Heart Attack or Chest Pain Process of Care Measures,80
450148,Surgical Care Improvement Project Process of Care Measures,92
190008,Surgical Care Improvement Project Process of Care Measures,88
30002,Heart Attack or Chest Pain Process of Care Measures,N/A
250128,Surgical Care Improvement Project Process of Care Measures,0
140224,Surgical Care Improvement Project Process of Care Measures,84
440175,Heart Attack or Chest Pain Process of Care Measures,N/A
330088,Surgical Care Improvement Project Process of Care Measures,50
310119,Surgical Care Improvement Project Process of Care Measures,81
330233,Pneumonia Process of Care Measures,79
400087,Pneumonia Process of Care Measures,91
150021,Heart Attack or Chest Pain Process of Care Measures,94
450253,Surgical Care Improvement Project Process of Care Measures,N/A
110130,Heart Attack or Chest Pain Process of Care Measures,0
180080,Pneumonia Process of Care Measures,100
31309,Pneumonia Process of Care Measures,78
230054,Surgical Care Improvement Project Process of Care Measures,97
490097,Surgical Care Improvement Project Process of Care Measures,100
241318,Surgical Care Improvement Project Process of Care Measures,N/A
230101,Heart Attack or Chest Pain Process of Care Measures,75
531310,Pneumonia Process of Care Measures,100
50767,Pneumonia Process of Care Measures,N/A
10168,Surgical Care Improvement Project Process of Care Measures,92
10055,Pneumonia Process of Care Measures,100
100131,Heart Attack or Chest Pain Process of Care Measures,N/A
290019,Surgical Care Improvement Project Process of Care Measures,76
191315,Heart Attack or Chest Pain Process of Care Measures,N/A
21302,Surgical Care Improvement Project Process of Care Measures,N/A
40002,Surgical Care Improvement Project Process of Care Measures,85
461306,Heart Attack or Chest Pain Process of Care Measures,N/A
180066,Surgical Care Improvement Project Process of Care Measures,100
360144,Heart Attack or Chest Pain Process of Care Measures,N/A
320030,Surgical Care Improvement Project Process of Care Measures,N/A
180035,Heart Attack or Chest Pain Process of Care Measures,100
10102,Heart Failure Process of Care Measures,N/A
300020,Heart Attack or Chest Pain Process of Care Measures,72
340001,Surgical Care Improvement Project Process of Care Measures,96
450108,Heart Attack or Chest Pain Process of Care Measures,N/A
330401,Heart Attack or Chest Pain Process of Care Measures,100
190017,Surgical Care Improvement Project Process of Care Measures,87
51300,Heart Attack or Chest Pain Process of Care Measures,N/A
90004,Surgical Care Improvement Project Process of Care Measures,96
430013,Heart Failure Process of Care Measures,92
340097,Heart Attack or Chest Pain Process of Care Measures,46
44018F,Heart Attack or Chest Pain Process of Care Measures,100
230085,Pneumonia Process of Care Measures,100
450040,Surgical Care Improvement Project Process of Care Measures,97
231305,Pneumonia Process of Care Measures,100
450677,Heart Failure Process of Care Measures,98
450795,Pneumonia Process of Care Measures,70
170188,Surgical Care Improvement Project Process of Care Measures,N/A
310074,Heart Attack or Chest Pain Process of Care Measures,N/A
140145,Pneumonia Process of Care Measures,100
330340,Surgical Care Improvement Project Process of Care Measures,N/A
340099,Heart Attack or Chest Pain Process of Care Measures,100
50557,Pneumonia Process of Care Measures,99
141319,Pneumonia Process of Care Measures,N/A
100289,Heart Failure Process of Care Measures,100
390164,Heart Attack or Chest Pain Process of Care Measures,100
390233,Heart Failure Process of Care Measures,76
330152,Surgical Care Improvement Project Process of Care Measures,N/A
51324,Surgical Care Improvement Project Process of Care Measures,95
100167,Surgical Care Improvement Project Process of Care Measures,100
160047,Heart Attack or Chest Pain Process of Care Measures,N/A
390156,Heart Attack or Chest Pain Process of Care Measures,88
140166,Surgical Care Improvement Project Process of Care Measures,93
150104,Pneumonia Process of Care Measures,88
50125,Surgical Care Improvement Project Process of Care Measures,98
140130,Heart Attack or Chest Pain Process of Care Measures,98
500021,Surgical Care Improvement Project Process of Care Measures,92
361313,Heart Attack or Chest Pain Process of Care Measures,N/A
271330,Surgical Care Improvement Project Process of Care Measures,N/A
190274,Heart Attack or Chest Pain Process of Care Measures,N/A
420038,Surgical Care Improvement Project Process of Care Measures,80
100212,Surgical Care Improvement Project Process of Care Measures,98
360098,Surgical Care Improvement Project Process of Care Measures,76
500008,Surgical Care Improvement Project Process of Care Measures,69
390013,Heart Attack or Chest Pain Process of Care Measures,99
320070,Pneumonia Process of Care Measures,100
450766,Pneumonia Process of Care Measures,100
440030,Surgical Care Improvement Project Process of Care Measures,96
340123,Surgical Care Improvement Project Process of Care Measures,95
221300,Heart Attack or Chest Pain Process of Care Measures,N/A
510053,Surgical Care Improvement Project Process of Care Measures,81
450073,Heart Attack or Chest Pain Process of Care Measures,100
450289,Pneumonia Process of Care Measures,95
221300,Heart Attack or Chest Pain Process of Care Measures,N/A
150158,Heart Attack or Chest Pain Process of Care Measures,N/A
170017,Surgical Care Improvement Project Process of Care Measures,N/A
150112,Surgical Care Improvement Project Process of Care Measures,93
10108,Surgical Care Improvement Project Process of Care Measures,91
410008,Surgical Care Improvement Project Process of Care Measures,94
340011,Pneumonia Process of Care Measures,80
271332,Heart Attack or Chest Pain Process of Care Measures,N/A
150154,Surgical Care Improvement Project Process of Care Measures,93
100019,Surgical Care Improvement Project Process of Care Measures,91
60096,Pneumonia Process of Care Measures,67
51304,Pneumonia Process of Care Measures,N/A
450638,Heart Attack or Chest Pain Process of Care Measures,N/A
420091,Heart Attack or Chest Pain Process of Care Measures,N/A
270051,Surgical Care Improvement Project Process of Care Measures,90
490141,Heart Attack or Chest Pain Process of Care Measures,N/A
141319,Heart Attack or Chest Pain Process of Care Measures,N/A
301302,Pneumonia Process of Care Measures,64
340131,Surgical Care Improvement Project Process of Care Measures,83
530015,Surgical Care Improvement Project Process of Care Measures,85
161325,Pneumonia Process of Care Measures,0
521336,Pneumonia Process of Care Measures,97
210022,Surgical Care Improvement Project Process of Care Measures,92
10139,Pneumonia Process of Care Measures,100
310108,Heart Attack or Chest Pain Process of Care Measures,100
360153,Surgical Care Improvement Project Process of Care Measures,N/A
210002,Pneumonia Process of Care Measures,91
380090,Surgical Care Improvement Project Process of Care Measures,95
50300,Heart Attack or Chest Pain Process of Care Measures,99
210001,Pneumonia Process of Care Measures,90
161303,Surgical Care Improvement Project Process of Care Measures,N/A
150172,Heart Attack or Chest Pain Process of Care Measures,N/A
500037,Pneumonia Process of Care Measures,100
360357,Heart Attack or Chest Pain Process of Care Measures,N/A
130003,Heart Attack or Chest Pain Process of Care Measures,N/A
50604,Surgical Care Improvement Project Process of Care Measures,98
141327,Surgical Care Improvement Project Process of Care Measures,N/A
520087,Heart Attack or Chest Pain Process of Care Measures,N/A
410001,Surgical Care Improvement Project Process of Care Measures,90
140234,Pneumonia Process of Care Measures,100
400124,Heart Failure Process of Care Measures,100
110051,Surgical Care Improvement Project Process of Care Measures,85
260195,Pneumonia Process of Care Measures,96
33302,Children's Asthma Process of Care Measures,94
340126,Heart Attack or Chest Pain Process of Care Measures,94
150149,Surgical Care Improvement Project Process of Care Measures,97
220126,Heart Attack or Chest Pain Process of Care Measures,100
530025,Surgical Care Improvement Project Process of Care Measures,91
30010,Surgical Care Improvement Project Process of Care Measures,93
50754,Surgical Care Improvement Project Process of Care Measures,N/A
460023,Heart Attack or Chest Pain Process of Care Measures,N/A
510031,Surgical Care Improvement Project Process of Care Measures,82
521305,Surgical Care Improvement Project Process of Care Measures,N/A
190242,Surgical Care Improvement Project Process of Care Measures,N/A
141341,Heart Attack or Chest Pain Process of Care Measures,N/A
331304,Heart Failure Process of Care Measures,88
230072,Surgical Care Improvement Project Process of Care Measures,N/A
10102,Heart Attack or Chest Pain Process of Care Measures,N/A
480001,Surgical Care Improvement Project Process of Care Measures,73
50121,Surgical Care Improvement Project Process of Care Measures,91
270017,Heart Attack or Chest Pain Process of Care Measures,100
390041,Surgical Care Improvement Project Process of Care Measures,95
150166,Surgical Care Improvement Project Process of Care Measures,89
440180,Heart Attack or Chest Pain Process of Care Measures,N/A
420098,Surgical Care Improvement Project Process of Care Measures,96
330397,Pneumonia Process of Care Measures,96
23009F,Heart Attack or Chest Pain Process of Care Measures,N/A
370229,Surgical Care Improvement Project Process of Care Measures,95
171316,Heart Attack or Chest Pain Process of Care Measures,N/A
70036,Surgical Care Improvement Project Process of Care Measures,100
110142,Heart Attack or Chest Pain Process of Care Measures,24
340132,Surgical Care Improvement Project Process of Care Measures,94
290046,Heart Failure Process of Care Measures,100
371334,Pneumonia Process of Care Measures,N/A
220119,Surgical Care Improvement Project Process of Care Measures,98
450610,Heart Attack or Chest Pain Process of Care Measures,100
50485,Heart Attack or Chest Pain Process of Care Measures,98
161310,Pneumonia Process of Care Measures,N/A
480001,Pneumonia Process of Care Measures,79
370025,Pneumonia Process of Care Measures,85
230015,Heart Attack or Chest Pain Process of Care Measures,N/A
340069,Heart Attack or Chest Pain Process of Care Measures,100
161332,Heart Failure Process of Care Measures,0
06005F,Heart Failure Process of Care Measures,88
220175,Heart Attack or Chest Pain Process of Care Measures,100
50122,Surgical Care Improvement Project Process of Care Measures,97
240066,Heart Attack or Chest Pain Process of Care Measures,100
180088,Surgical Care Improvement Project Process of Care Measures,93
360148,Heart Attack or Chest Pain Process of Care Measures,N/A
390006,Heart Attack or Chest Pain Process of Care Measures,N/A
110044,Pneumonia Process of Care Measures,100
330229,Surgical Care Improvement Project Process of Care Measures,97
330219,Heart Failure Process of Care Measures,88
440053,Pneumonia Process of Care Measures,100
280030,Heart Attack or Chest Pain Process of Care Measures,N/A
50099,Heart Attack or Chest Pain Process of Care Measures,97
190102,Heart Attack or Chest Pain Process of Care Measures,N/A
420005,Heart Attack or Chest Pain Process of Care Measures,27
220163,Surgical Care Improvement Project Process of Care Measures,95
241315,Heart Attack or Chest Pain Process of Care Measures,N/A
100177,Surgical Care Improvement Project Process of Care Measures,92
190268,Heart Attack or Chest Pain Process of Care Measures,N/A
150084,Heart Attack or Chest Pain Process of Care Measures,100
491304,Pneumonia Process of Care Measures,98
140223,Heart Attack or Chest Pain Process of Care Measures,100
501312,Pneumonia Process of Care Measures,70
161362,Pneumonia Process of Care Measures,93
450315,Pneumonia Process of Care Measures,N/A
270004,Heart Attack or Chest Pain Process of Care Measures,100
240022,Heart Failure Process of Care Measures,73
260193,Surgical Care Improvement Project Process of Care Measures,95
100180,Heart Attack or Chest Pain Process of Care Measures,100
430094,Surgical Care Improvement Project Process of Care Measures,100
190054,Surgical Care Improvement Project Process of Care Measures,100
100017,Surgical Care Improvement Project Process of Care Measures,96
140290,Surgical Care Improvement Project Process of Care Measures,99
500041,Surgical Care Improvement Project Process of Care Measures,98
431306,Heart Attack or Chest Pain Process of Care Measures,N/A
50597,Heart Attack or Chest Pain Process of Care Measures,80
440017,Heart Attack or Chest Pain Process of Care Measures,0
450224,Surgical Care Improvement Project Process of Care Measures,N/A
471300,Pneumonia Process of Care Measures,88
440159,Heart Attack or Chest Pain Process of Care Measures,N/A
40147,Pneumonia Process of Care Measures,N/A
140211,Pneumonia Process of Care Measures,97
371321,Pneumonia Process of Care Measures,85
390163,Surgical Care Improvement Project Process of Care Measures,95
360070,Heart Failure Process of Care Measures,97
260034,Pneumonia Process of Care Measures,99
450851,Pneumonia Process of Care Measures,N/A
50245,Heart Attack or Chest Pain Process of Care Measures,100
141341,Surgical Care Improvement Project Process of Care Measures,N/A
371311,Heart Failure Process of Care Measures,N/A
30067,Heart Attack or Chest Pain Process of Care Measures,93
191323,Heart Attack or Chest Pain Process of Care Measures,N/A
440035,Surgical Care Improvement Project Process of Care Measures,96
150030,Pneumonia Process of Care Measures,96
150086,Surgical Care Improvement Project Process of Care Measures,89
500021,Heart Attack or Chest Pain Process of Care Measures,70
200033,Surgical Care Improvement Project Process of Care Measures,99
361312,Pneumonia Process of Care Measures,100
130014,Surgical Care Improvement Project Process of Care Measures,97
440040,Surgical Care Improvement Project Process of Care Measures,N/A
330307,Surgical Care Improvement Project Process of Care Measures,98
390097,Surgical Care Improvement Project Process of Care Measures,98
390312,Heart Attack or Chest Pain Process of Care Measures,N/A
100090,Heart Attack or Chest Pain Process of Care Measures,N/A
150128,Surgical Care Improvement Project Process of Care Measures,95
450656,Surgical Care Improvement Project Process of Care Measures,95
530033,Heart Attack or Chest Pain Process of Care Measures,48
390272,Heart Attack or Chest Pain Process of Care Measures,N/A
431318,Heart Attack or Chest Pain Process of Care Measures,N/A
450889,Surgical Care Improvement Project Process of Care Measures,N/A
100126,Heart Attack or Chest Pain Process of Care Measures,N/A
50350,Pneumonia Process of Care Measures,84
261321,Heart Attack or Chest Pain Process of Care Measures,70
250100,Pneumonia Process of Care Measures,98
371309,Heart Failure Process of Care Measures,0
150128,Surgical Care Improvement Project Process of Care Measures,91
360234,Pneumonia Process of Care Measures,98
521303,Surgical Care Improvement Project Process of Care Measures,N/A
190208,Heart Attack or Chest Pain Process of Care Measures,100
70034,Heart Attack or Chest Pain Process of Care Measures,100
330024,Surgical Care Improvement Project Process of Care Measures,99
190161,Heart Attack or Chest Pain Process of Care Measures,N/A
390049,Surgical Care Improvement Project Process of Care Measures,98
171383,Heart Attack or Chest Pain Process of Care Measures,100
301306,Heart Failure Process of Care Measures,87
340023,Surgical Care Improvement Project Process of Care Measures,95
50455,Pneumonia Process of Care Measures,97
110086,Heart Attack or Chest Pain Process of Care Measures,N/A
380050,Heart Attack or Chest Pain Process of Care Measures,88
140224,Pneumonia Process of Care Measures,100
261304,Surgical Care Improvement Project Process of Care Measures,N/A
180105,Pneumonia Process of Care Measures,81
520193,Heart Attack or Chest Pain Process of Care Measures,100
360107,Surgical Care Improvement Project Process of Care Measures,84
50096,Heart Attack or Chest Pain Process of Care Measures,N/A
141301,Pneumonia Process of Care Measures,100
450885,Surgical Care Improvement Project Process of Care Measures,83
70040,Surgical Care Improvement Project Process of Care Measures,N/A
281317,Heart Attack or Chest Pain Process of Care Measures,N/A
360113,Heart Attack or Chest Pain Process of Care Measures,N/A
260115,Heart Attack or Chest Pain Process of Care Measures,94
390032,Surgical Care Improvement Project Process of Care Measures,94
201306,Pneumonia Process of Care Measures,91
230002,Surgical Care Improvement Project Process of Care Measures,91
250001,Heart Attack or Chest Pain Process of Care Measures,100
150172,Surgical Care Improvement Project Process of Care Measures,100
501333,Surgical Care Improvement Project Process of Care Measures,100
440065,Surgical Care Improvement Project Process of Care Measures,89
161379,Heart Attack or Chest Pain Process of Care Measures,N/A
340011,Heart Failure Process of Care Measures,78
441308,Heart Failure Process of Care Measures,100
140091,Surgical Care Improvement Project Process of Care Measures,93
450683,Heart Attack or Chest Pain Process of Care Measures,N/A
431321,Heart Attack or Chest Pain Process of Care Measures,100
490009,Heart Attack or Chest Pain Process of Care Measures,N/A
40042,Heart Attack or Chest Pain Process of Care Measures,73
310011,Pneumonia Process of Care Measures,91
161307,Surgical Care Improvement Project Process of Care Measures,N/A
420036,Heart Failure Process of Care Measures,100
241369,Surgical Care Improvement Project Process of Care Measures,N/A
151322,Pneumonia Process of Care Measures,83
230070,Pneumonia Process of Care Measures,90
150102,Heart Attack or Chest Pain Process of Care Measures,N/A
100200,Surgical Care Improvement Project Process of Care Measures,98
241357,Surgical Care Improvement Project Process of Care Measures,N/A
10049,Heart Attack or Chest Pain Process of Care Measures,71
150030,Surgical Care Improvement Project Process of Care Measures,100
390062,Pneumonia Process of Care Measures,100
500084,Pneumonia Process of Care Measures,96
440006,Surgical Care Improvement Project Process of Care Measures,98
60107,Surgical Care Improvement Project Process of Care Measures,N/A
40041,Surgical Care Improvement Project Process of Care Measures,100
190145,Surgical Care Improvement Project Process of Care Measures,N/A
361334,Pneumonia Process of Care Measures,95
450369,Pneumonia Process of Care Measures,100
450841,Heart Attack or Chest Pain Process of Care Measures,100
280105,Surgical Care Improvement Project Process of Care Measures,98
440031,Surgical Care Improvement Project Process of Care Measures,100
100006,Pneumonia Process of Care Measures,90
370028,Heart Attack or Chest Pain Process of Care Measures,N/A
450547,Surgical Care Improvement Project Process of Care Measures,78
450078,Heart Attack or Chest Pain Process of Care Measures,N/A
230269,Pneumonia Process of Care Measures,96
390090,Heart Failure Process of Care Measures,94
240069,Surgical Care Improvement Project Process of Care Measures,99
51315,Surgical Care Improvement Project Process of Care Measures,N/A
170010,Heart Attack or Chest Pain Process of Care Measures,100
430083,Heart Attack or Chest Pain Process of Care Measures,N/A
120001,Surgical Care Improvement Project Process of Care Measures,95
450211,Heart Failure Process of Care Measures,91
430096,Heart Attack or Chest Pain Process of Care Measures,N/A
31301,Surgical Care Improvement Project Process of Care Measures,N/A
451355,Surgical Care Improvement Project Process of Care Measures,N/A
50434,Heart Failure Process of Care Measures,0
330167,Heart Failure Process of Care Measures,100
440082,Pneumonia Process of Care Measures,99
280077,Pneumonia Process of Care Measures,91
190184,Surgical Care Improvement Project Process of Care Measures,8
80006,Pneumonia Process of Care Measures,100
230230,Surgical Care Improvement Project Process of Care Measures,81
280129,Heart Attack or Chest Pain Process of Care Measures,N/A
110038,Heart Attack or Chest Pain Process of Care Measures,500
50219,Pneumonia Process of Care Measures,100
420087,Heart Attack or Chest Pain Process of Care Measures,N/A
420037,Pneumonia Process of Care Measures,96
50236,Pneumonia Process of Care Measures,88
241350,Heart Failure Process of Care Measures,93
151334,Heart Attack or Chest Pain Process of Care Measures,N/A
500050,Heart Attack or Chest Pain Process of Care Measures,99
520017,Surgical Care Improvement Project Process of Care Measures,100
450584,Pneumonia Process of Care Measures,64
281301,Heart Failure Process of Care Measures,45
260070,Heart Attack or Chest Pain Process of Care Measures,N/A
450224,Heart Failure Process of Care Measures,N/A
450656,Surgical Care Improvement Project Process of Care Measures,82
441308,Heart Attack or Chest Pain Process of Care Measures,84
240040,Heart Attack or Chest Pain Process of Care Measures,66
51315,Heart Attack or Chest Pain Process of Care Measures,12
381307,Surgical Care Improvement Project Process of Care Measures,N/A
430077,Surgical Care Improvement Project Process of Care Measures,95
10024,Surgical Care Improvement Project Process of Care Measures,83
500041,Heart Attack or Chest Pain Process of Care Measures,86
330208,Heart Attack or Chest Pain Process of Care Measures,100
341317,Pneumonia Process of Care Measures,N/A
450155,Pneumonia Process of Care Measures,75
50329,Surgical Care Improvement Project Process of Care Measures,100
10056,Surgical Care Improvement Project Process of Care Measures,97
20012,Heart Attack or Chest Pain Process of Care Measures,100
390185,Pneumonia Process of Care Measures,99
50740,Heart Failure Process of Care Measures,100
500124,Surgical Care Improvement Project Process of Care Measures,94
390002,Surgical Care Improvement Project Process of Care Measures,99
170109,Heart Attack or Chest Pain Process of Care Measures,100
15004F,Heart Attack or Chest Pain Process of Care Measures,N/A
440063,Pneumonia Process of Care Measures,92
341303,Heart Failure Process of Care Measures,100
150024,Surgical Care Improvement Project Process of Care Measures,96
310022,Surgical Care Improvement Project Process of Care Measures,93
140114,Heart Attack or Chest Pain Process of Care Measures,62
30073,Surgical Care Improvement Project Process of Care Measures,72
261312,Surgical Care Improvement Project Process of Care Measures,N/A
110163,Heart Attack or Chest Pain Process of Care Measures,N/A
450044,Heart Attack or Chest Pain Process of Care Measures,N/A
210001,Surgical Care Improvement Project Process of Care Measures,97
380007,Surgical Care Improvement Project Process of Care Measures,95
140286,Heart Attack or Chest Pain Process of Care Measures,95
450820,Heart Attack or Chest Pain Process of Care Measures,97
110054,Heart Attack or Chest Pain Process of Care Measures,100
180124,Pneumonia Process of Care Measures,100
670004,Pneumonia Process of Care Measures,99
390043,Pneumonia Process of Care Measures,88
340166,Heart Attack or Chest Pain Process of Care Measures,100
420018,Pneumonia Process of Care Measures,91
181312,Pneumonia Process of Care Measures,96
151328,Heart Attack or Chest Pain Process of Care Measures,92
200020,Heart Attack or Chest Pain Process of Care Measures,98
251322,Heart Attack or Chest Pain Process of Care Measures,100
310005,Pneumonia Process of Care Measures,97
461303,Pneumonia Process of Care Measures,93
151301,Pneumonia Process of Care Measures,92
38004F,Heart Attack or Chest Pain Process of Care Measures,N/A
440040,Surgical Care Improvement Project Process of Care Measures,N/A
290021,Heart Attack or Chest Pain Process of Care Measures,98
450871,Pneumonia Process of Care Measures,N/A
360144,Surgical Care Improvement Project Process of Care Measures,100
440151,Surgical Care Improvement Project Process of Care Measures,86
450078,Heart Attack or Chest Pain Process of Care Measures,N/A
440120,Pneumonia Process of Care Measures,100
500050,Heart Attack or Chest Pain Process of Care Measures,60
330104,Heart Attack or Chest Pain Process of Care Measures,99
440006,Surgical Care Improvement Project Process of Care Measures,100
230059,Heart Attack or Chest Pain Process of Care Measures,N/A
100135,Heart Attack or Chest Pain Process of Care Measures,100
110026,Heart Failure Process of Care Measures,92
360134,Surgical Care Improvement Project Process of Care Measures,99
310073,Heart Attack or Chest Pain Process of Care Measures,N/A
240141,Surgical Care Improvement Project Process of Care Measures,89
210057,Surgical Care Improvement Project Process of Care Measures,N/A
440070,Surgical Care Improvement Project Process of Care Measures,N/A
50760,Heart Attack or Chest Pain Process of Care Measures,100
330158,Pneumonia Process of Care Measures,92
360059,Heart Attack or Chest Pain Process of Care Measures,N/A
400109,Pneumonia Process of Care Measures,N/A
100258,Pneumonia Process of Care Measures,100
490093,Surgical Care Improvement Project Process of Care Measures,99
101310,Surgical Care Improvement Project Process of Care Measures,100
420018,Heart Attack or Chest Pain Process of Care Measures,N/A
281340,Heart Attack or Chest Pain Process of Care Measures,100
380090,Pneumonia Process of Care Measures,99
440002,Surgical Care Improvement Project Process of Care Measures,99
110209,Surgical Care Improvement Project Process of Care Measures,N/A
240101,Heart Attack or Chest Pain Process of Care Measures,100
160058,Surgical Care Improvement Project Process of Care Measures,95
49006F,Heart Attack or Chest Pain Process of Care Measures,N/A
50028,Surgical Care Improvement Project Process of Care Measures,87
50335,Surgical Care Improvement Project Process of Care Measures,100
320060,Heart Attack or Chest Pain Process of Care Measures,N/A
140083,Heart Attack or Chest Pain Process of Care Measures,N/A
350011,Heart Attack or Chest Pain Process of Care Measures,100
381312,Pneumonia Process of Care Measures,100
501312,Pneumonia Process of Care Measures,100
190255,Pneumonia Process of Care Measures,N/A
140228,Pneumonia Process of Care Measures,100
670031,Pneumonia Process of Care Measures,92
10110,Pneumonia Process of Care Measures,50
161340,Surgical Care Improvement Project Process of Care Measures,N/A
450010,Surgical Care Improvement Project Process of Care Measures,91
501332,Heart Attack or Chest Pain Process of Care Measures,N/A
330102,Pneumonia Process of Care Measures,94
460001,Heart Failure Process of Care Measures,94
520062,Heart Attack or Chest Pain Process of Care Measures,N/A
50168,Surgical Care Improvement Project Process of Care Measures,96
431331,Surgical Care Improvement Project Process of Care Measures,N/A
141327,Surgical Care Improvement Project Process of Care Measures,93
460005,Surgical Care Improvement Project Process of Care Measures,98
431338,Heart Attack or Chest Pain Process of Care Measures,N/A
450484,Heart Attack or Chest Pain Process of Care Measures,100
50071,Pneumonia Process of Care Measures,97
50604,Heart Failure Process of Care Measures,100
340084,Heart Failure Process of Care Measures,100
300012,Surgical Care Improvement Project Process of Care Measures,100
440001,Surgical Care Improvement Project Process of Care Measures,100
450224,Surgical Care Improvement Project Process of Care Measures,78
280040,Heart Attack or Chest Pain Process of Care Measures,83
490123,Heart Attack or Chest Pain Process of Care Measures,N/A
531303,Heart Attack or Chest Pain Process of Care Measures,N/A
280013,Heart Failure Process of Care Measures,90
440007,Heart Attack or Chest Pain Process of Care Measures,N/A
440070,Heart Attack or Chest Pain Process of Care Measures,N/A
30037,Heart Attack or Chest Pain Process of Care Measures,58
101313,Heart Attack or Chest Pain Process of Care Measures,N/A
10138,Surgical Care Improvement Project Process of Care Measures,N/A
39006F,Surgical Care Improvement Project Process of Care Measures,90
420082,Surgical Care Improvement Project Process of Care Measures,88
190034,Surgical Care Improvement Project Process of Care Measures,97
490046,Heart Attack or Chest Pain Process of Care Measures,100
310112,Heart Failure Process of Care Measures,100
151317,Surgical Care Improvement Project Process of Care Measures,N/A
380009,Pneumonia Process of Care Measures,67
500058,Surgical Care Improvement Project Process of Care Measures,96
281350,Heart Attack or Chest Pain Process of Care Measures,N/A
240002,Pneumonia Process of Care Measures,97
30110,Pneumonia Process of Care Measures,99
360121,Surgical Care Improvement Project Process of Care Measures,N/A
360347,Surgical Care Improvement Project Process of Care Measures,90
390194,Surgical Care Improvement Project Process of Care Measures,100
420004,Pneumonia Process of Care Measures,91
521349,Surgical Care Improvement Project Process of Care Measures,99
200019,Heart Attack or Chest Pain Process of Care Measures,N/A
110153,Surgical Care Improvement Project Process of Care Measures,100
340127,Heart Failure Process of Care Measures,98
450209,Surgical Care Improvement Project Process of Care Measures,88
40118,Heart Attack or Chest Pain Process of Care Measures,N/A
320017,Heart Attack or Chest Pain Process of Care Measures,95
271313,Heart Attack or Chest Pain Process of Care Measures,N/A
360170,Heart Attack or Chest Pain Process of Care Measures,N/A
450530,Surgical Care Improvement Project Process of Care Measures,100
230156,Heart Attack or Chest Pain Process of Care Measures,99
320002,Heart Attack or Chest Pain Process of Care Measures,88
241347,Surgical Care Improvement Project Process of Care Measures,70
450073,Surgical Care Improvement Project Process of Care Measures,N/A
160033,Heart Attack or Chest Pain Process of Care Measures,99
270017,Pneumonia Process of Care Measures,78
50349,Heart Attack or Chest Pain Process of Care Measures,N/A
450176,Heart Attack or Chest Pain Process of Care Measures,143
190106,Surgical Care Improvement Project Process of Care Measures,9
320084,Surgical Care Improvement Project Process of Care Measures,N/A
250034,Surgical Care Improvement Project Process of Care Measures,94
330047,Surgical Care Improvement Project Process of Care Measures,100
21311,Heart Attack or Chest Pain Process of Care Measures,100
50239,Surgical Care Improvement Project Process of Care Measures,99
241333,Heart Failure Process of Care Measures,100
281321,Pneumonia Process of Care Measures,69
130066,Surgical Care Improvement Project Process of Care Measures,N/A
390048,Surgical Care Improvement Project Process of Care Measures,N/A
140251,Heart Attack or Chest Pain Process of Care Measures,100
310011,Heart Attack or Chest Pain Process of Care Measures,100
241359,Heart Attack or Chest Pain Process of Care Measures,100
340068,Heart Attack or Chest Pain Process of Care Measures,100
451322,Heart Attack or Chest Pain Process of Care Measures,N/A
50281,Heart Attack or Chest Pain Process of Care Measures,81
260040,Heart Attack or Chest Pain Process of Care Measures,N/A
330201,Heart Failure Process of Care Measures,100
451342,Heart Attack or Chest Pain Process of Care Measures,N/A
220049,Heart Attack or Chest Pain Process of Care Measures,100
371309,Heart Attack or Chest Pain Process of Care Measures,N/A
110086,Heart Attack or Chest Pain Process of Care Measures,N/A
10078,Pneumonia Process of Care Measures,93
370166,Pneumonia Process of Care Measures,88
