Provider Number,Condition,Score
50663,Heart Attack or Chest Pain Process of Care Measures,100
180004,Surgical Care Improvement Project Process of Care Measures,95
180050,Surgical Care Improvement Project Process of Care Measures,97
331304,Surgical Care Improvement Project Process of Care Measures,N/A
450841,Surgical Care Improvement Project Process of Care Measures,100
330331,Surgical Care Improvement Project Process of Care Measures,96
280127,Heart Failure Process of Care Measures,N/A
100223,Surgical Care Improvement Project Process of Care Measures,93
110200,Surgical Care Improvement Project Process of Care Measures,100
100313,Heart Attack or Chest Pain Process of Care Measures,N/A
520059,Surgical Care Improvement Project Process of Care Measures,N/A
450079,Surgical Care Improvement Project Process of Care Measures,90
360159,Pneumonia Process of Care Measures,96
30107,Surgical Care Improvement Project Process of Care Measures,98
141324,Heart Failure Process of Care Measures,75
151311,Surgical Care Improvement Project Process of Care Measures,98
500021,Surgical Care Improvement Project Process of Care Measures,98
440152,Heart Failure Process of Care Measures,79
440115,Heart Attack or Chest Pain Process of Care Measures,N/A
51306,Heart Attack or Chest Pain Process of Care Measures,N/A
440110,Heart Failure Process of Care Measures,100
451373,Heart Attack or Chest Pain Process of Care Measures,N/A
100017,Heart Failure Process of Care Measures,99
220100,Heart Failure Process of Care Measures,96
260027,Heart Attack or Chest Pain Process of Care Measures,N/A
281313,Pneumonia Process of Care Measures,100
180027,Surgical Care Improvement Project Process of Care Measures,90
390048,Surgical Care Improvement Project Process of Care Measures,100
530011,Surgical Care Improvement Project Process of Care Measures,81
330043,Heart Attack or Chest Pain Process of Care Measures,N/A
110225,Surgical Care Improvement Project Process of Care Measures,75
161373,Heart Attack or Chest Pain Process of Care Measures,N/A
10138,Surgical Care Improvement Project Process of Care Measures,N/A
111310,Pneumonia Process of Care Measures,94
250017,Surgical Care Improvement Project Process of Care Measures,N/A
181303,Pneumonia Process of Care Measures,87
330158,Heart Attack or Chest Pain Process of Care Measures,99
90005,Heart Attack or Chest Pain Process of Care Measures,100
10062,Heart Attack or Chest Pain Process of Care Measures,100
230217,Heart Attack or Chest Pain Process of Care Measures,100
150104,Heart Attack or Chest Pain Process of Care Measures,8
240084,Surgical Care Improvement Project Process of Care Measures,97
50523,Surgical Care Improvement Project Process of Care Measures,N/A
110027,Pneumonia Process of Care Measures,100
390127,Heart Attack or Chest Pain Process of Care Measures,N/A
330011,Surgical Care Improvement Project Process of Care Measures,94
110001,Heart Attack or Chest Pain Process of Care Measures,N/A
340032,Heart Failure Process of Care Measures,94
450188,Surgical Care Improvement Project Process of Care Measures,N/A
351300,Heart Attack or Chest Pain Process of Care Measures,N/A
50727,Surgical Care Improvement Project Process of Care Measures,84
230212,Pneumonia Process of Care Measures,81
521350,Pneumonia Process of Care Measures,98
180078,Surgical Care Improvement Project Process of Care Measures,100
360058,Surgical Care Improvement Project Process of Care Measures,91
181305,Surgical Care Improvement Project Process of Care Measures,N/A
260183,Heart Attack or Chest Pain Process of Care Measures,100
341323,Surgical Care Improvement Project Process of Care Measures,N/A
230020,Heart Attack or Chest Pain Process of Care Measures,N/A
310048,Pneumonia Process of Care Measures,99
521349,Pneumonia Process of Care Measures,100
340073,Pneumonia Process of Care Measures,96
50197,Surgical Care Improvement Project Process of Care Measures,99
50225,Surgical Care Improvement Project Process of Care Measures,98
281335,Surgical Care Improvement Project Process of Care Measures,N/A
340027,Pneumonia Process of Care Measures,93
10050,Surgical Care Improvement Project Process of Care Measures,97
100249,Surgical Care Improvement Project Process of Care Measures,100
181327,Pneumonia Process of Care Measures,60
51320,Heart Attack or Chest Pain Process of Care Measures,N/A
260074,Heart Attack or Chest Pain Process of Care Measures,100
450615,Heart Attack or Chest Pain Process of Care Measures,67
511300,Surgical Care Improvement Project Process of Care Measures,N/A
141320,Heart Failure Process of Care Measures,95
330332,Heart Attack or Chest Pain Process of Care Measures,100
100244,Surgical Care Improvement Project Process of Care Measures,N/A
181305,Pneumonia Process of Care Measures,94
230072,Surgical Care Improvement Project Process of Care Measures,100
220101,Pneumonia Process of Care Measures,99
241350,Heart Attack or Chest Pain Process of Care Measures,N/A
161353,Heart Attack or Chest Pain Process of Care Measures,N/A
390035,Surgical Care Improvement Project Process of Care Measures,100
100054,Heart Failure Process of Care Measures,98
360180,Heart Failure Process of Care Measures,100
41314,Heart Attack or Chest Pain Process of Care Measures,N/A
330046,Heart Attack or Chest Pain Process of Care Measures,N/A
300034,Heart Attack or Chest Pain Process of Care Measures,25
100157,Pneumonia Process of Care Measures,92
100236,Pneumonia Process of Care Measures,100
390004,Pneumonia Process of Care Measures,99
110059,Surgical Care Improvement Project Process of Care Measures,20
50308,Surgical Care Improvement Project Process of Care Measures,92
380075,Pneumonia Process of Care Measures,97
230195,Heart Attack or Chest Pain Process of Care Measures,N/A
50334,Pneumonia Process of Care Measures,98
351321,Surgical Care Improvement Project Process of Care Measures,N/A
390006,Heart Attack or Chest Pain Process of Care Measures,99
40072,Heart Attack or Chest Pain Process of Care Measures,0
441304,Heart Attack or Chest Pain Process of Care Measures,13
190218,Heart Failure Process of Care Measures,56
340060,Heart Attack or Chest Pain Process of Care Measures,N/A
220008,Surgical Care Improvement Project Process of Care Measures,94
500084,Surgical Care Improvement Project Process of Care Measures,N/A
370030,Surgical Care Improvement Project Process of Care Measures,N/A
390263,Heart Failure Process of Care Measures,100
201314,Heart Failure Process of Care Measures,98
431334,Heart Attack or Chest Pain Process of Care Measures,50
240066,Surgical Care Improvement Project Process of Care Measures,84
50417,Surgical Care Improvement Project Process of Care Measures,91
310073,Heart Attack or Chest Pain Process of Care Measures,100
50633,Surgical Care Improvement Project Process of Care Measures,93
50295,Pneumonia Process of Care Measures,100
210027,Surgical Care Improvement Project Process of Care Measures,91
60119,Heart Attack or Chest Pain Process of Care Measures,95
160058,Heart Attack or Chest Pain Process of Care Measures,83
250126,Surgical Care Improvement Project Process of Care Measures,67
300029,Surgical Care Improvement Project Process of Care Measures,97
50296,Surgical Care Improvement Project Process of Care Measures,42
11029F,Surgical Care Improvement Project Process of Care Measures,100
450299,Pneumonia Process of Care Measures,98
340014,Heart Failure Process of Care Measures,100
150007,Surgical Care Improvement Project Process of Care Measures,99
240093,Heart Attack or Chest Pain Process of Care Measures,100
260115,Pneumonia Process of Care Measures,98
10083,Pneumonia Process of Care Measures,100
501339,Pneumonia Process of Care Measures,92
261306,Heart Attack or Chest Pain Process of Care Measures,N/A
161361,Heart Attack or Chest Pain Process of Care Measures,N/A
490088,Heart Attack or Chest Pain Process of Care Measures,10
370106,Surgical Care Improvement Project Process of Care Measures,97
50016,Surgical Care Improvement Project Process of Care Measures,100
390050,Pneumonia Process of Care Measures,97
340115,Children's Asthma Process of Care Measures,22
450885,Pneumonia Process of Care Measures,97
05130F,Surgical Care Improvement Project Process of Care Measures,99
360046,Heart Attack or Chest Pain Process of Care Measures,100
450571,Heart Attack or Chest Pain Process of Care Measures,97
150010,Surgical Care Improvement Project Process of Care Measures,83
290022,Surgical Care Improvement Project Process of Care Measures,96
531315,Surgical Care Improvement Project Process of Care Measures,N/A
250048,Heart Attack or Chest Pain Process of Care Measures,N/A
330396,Heart Attack or Chest Pain Process of Care Measures,25
380089,Pneumonia Process of Care Measures,99
450641,Pneumonia Process of Care Measures,58
281311,Surgical Care Improvement Project Process of Care Measures,N/A
21306,Heart Attack or Chest Pain Process of Care Measures,N/A
220116,Heart Attack or Chest Pain Process of Care Measures,100
261309,Surgical Care Improvement Project Process of Care Measures,N/A
111332,Heart Failure Process of Care Measures,90
330053,Pneumonia Process of Care Measures,90
150023,Heart Attack or Chest Pain Process of Care Measures,100
10034,Heart Attack or Chest Pain Process of Care Measures,N/A
50668,Surgical Care Improvement Project Process of Care Measures,N/A
10110,Surgical Care Improvement Project Process of Care Measures,N/A
390222,Surgical Care Improvement Project Process of Care Measures,97
450042,Pneumonia Process of Care Measures,78
140026,Heart Failure Process of Care Measures,100
140286,Heart Failure Process of Care Measures,96
331310,Pneumonia Process of Care Measures,50
231312,Surgical Care Improvement Project Process of Care Measures,N/A
330011,Pneumonia Process of Care Measures,90
241355,Pneumonia Process of Care Measures,94
450698,Surgical Care Improvement Project Process of Care Measures,N/A
531313,Pneumonia Process of Care Measures,80
140124,Pneumonia Process of Care Measures,59
331311,Pneumonia Process of Care Measures,77
361314,Heart Attack or Chest Pain Process of Care Measures,N/A
190041,Heart Attack or Chest Pain Process of Care Measures,99
320014,Surgical Care Improvement Project Process of Care Measures,78
131327,Pneumonia Process of Care Measures,97
450119,Pneumonia Process of Care Measures,98
140058,Surgical Care Improvement Project Process of Care Measures,96
43005F,Heart Attack or Chest Pain Process of Care Measures,N/A
400019,Surgical Care Improvement Project Process of Care Measures,75
100063,Surgical Care Improvement Project Process of Care Measures,100
360141,Pneumonia Process of Care Measures,86
150091,Heart Failure Process of Care Measures,96
260024,Heart Attack or Chest Pain Process of Care Measures,96
50573,Pneumonia Process of Care Measures,92
50195,Heart Attack or Chest Pain Process of Care Measures,94
50735,Heart Attack or Chest Pain Process of Care Measures,97
50057,Pneumonia Process of Care Measures,95
70028,Heart Failure Process of Care Measures,100
451344,Heart Attack or Chest Pain Process of Care Measures,N/A
45066F,Heart Attack or Chest Pain Process of Care Measures,100
220080,Pneumonia Process of Care Measures,92
120007,Surgical Care Improvement Project Process of Care Measures,67
360355,Surgical Care Improvement Project Process of Care Measures,94
490136,Surgical Care Improvement Project Process of Care Measures,97
250117,Heart Failure Process of Care Measures,100
390323,Surgical Care Improvement Project Process of Care Measures,N/A
50506,Surgical Care Improvement Project Process of Care Measures,98
390265,Pneumonia Process of Care Measures,96
110042,Heart Attack or Chest Pain Process of Care Measures,N/A
170192,Surgical Care Improvement Project Process of Care Measures,70
360087,Surgical Care Improvement Project Process of Care Measures,98
100157,Surgical Care Improvement Project Process of Care Measures,86
670049,Heart Failure Process of Care Measures,N/A
370028,Surgical Care Improvement Project Process of Care Measures,99
150065,Heart Attack or Chest Pain Process of Care Measures,100
460013,Surgical Care Improvement Project Process of Care Measures,98
150010,Heart Failure Process of Care Measures,95
330286,Pneumonia Process of Care Measures,100
510072,Heart Attack or Chest Pain Process of Care Measures,59
420007,Surgical Care Improvement Project Process of Care Measures,99
33012F,Surgical Care Improvement Project Process of Care Measures,94
470011,Heart Failure Process of Care Measures,88
51320,Heart Attack or Chest Pain Process of Care Measures,100
171361,Surgical Care Improvement Project Process of Care Measures,89
341313,Pneumonia Process of Care Measures,71
190111,Heart Attack or Chest Pain Process of Care Measures,78
241325,Surgical Care Improvement Project Process of Care Measures,100
400126,Heart Attack or Chest Pain Process of Care Measures,87
310064,Heart Attack or Chest Pain Process of Care Measures,83
50425,Surgical Care Improvement Project Process of Care Measures,N/A
450537,Pneumonia Process of Care Measures,100
390225,Pneumonia Process of Care Measures,97
50335,Heart Attack or Chest Pain Process of Care Measures,100
39001F,Surgical Care Improvement Project Process of Care Measures,N/A
10007,Surgical Care Improvement Project Process of Care Measures,83
140063,Heart Attack or Chest Pain Process of Care Measures,N/A
360132,Heart Failure Process of Care Measures,100
390123,Surgical Care Improvement Project Process of Care Measures,90
231303,Pneumonia Process of Care Measures,80
440030,Surgical Care Improvement Project Process of Care Measures,88
150091,Heart Attack or Chest Pain Process of Care Measures,96
370094,Pneumonia Process of Care Measures,100
50727,Heart Failure Process of Care Measures,100
240132,Surgical Care Improvement Project Process of Care Measures,96
450187,Heart Attack or Chest Pain Process of Care Measures,67
450055,Heart Attack or Chest Pain Process of Care Measures,33
370210,Surgical Care Improvement Project Process of Care Measures,88
110168,Surgical Care Improvement Project Process of Care Measures,100
300011,Surgical Care Improvement Project Process of Care Measures,99
190160,Heart Failure Process of Care Measures,98
280023,Heart Failure Process of Care Measures,97
100086,Surgical Care Improvement Project Process of Care Measures,98
520019,Heart Attack or Chest Pain Process of Care Measures,N/A
50624,Surgical Care Improvement Project Process of Care Measures,N/A
10052,Surgical Care Improvement Project Process of Care Measures,N/A
441309,Heart Attack or Chest Pain Process of Care Measures,N/A
390125,Surgical Care Improvement Project Process of Care Measures,100
230069,Surgical Care Improvement Project Process of Care Measures,N/A
14004F,Pneumonia Process of Care Measures,93
390133,Surgical Care Improvement Project Process of Care Measures,98
370020,Heart Attack or Chest Pain Process of Care Measures,N/A
230053,Heart Attack or Chest Pain Process of Care Measures,100
360274,Surgical Care Improvement Project Process of Care Measures,100
330106,Pneumonia Process of Care Measures,99
371301,Heart Failure Process of Care Measures,25
141341,Heart Attack or Chest Pain Process of Care Measures,N/A
50740,Heart Attack or Chest Pain Process of Care Measures,N/A
461301,Surgical Care Improvement Project Process of Care Measures,N/A
450697,Pneumonia Process of Care Measures,92
131321,Heart Attack or Chest Pain Process of Care Measures,N/A
201300,Surgical Care Improvement Project Process of Care Measures,95
10033,Surgical Care Improvement Project Process of Care Measures,88
520139,Heart Attack or Chest Pain Process of Care Measures,38
471302,Heart Attack or Chest Pain Process of Care Measures,N/A
440040,Surgical Care Improvement Project Process of Care Measures,N/A
40020,Pneumonia Process of Care Measures,96
241357,Surgical Care Improvement Project Process of Care Measures,100
100180,Surgical Care Improvement Project Process of Care Measures,90
450796,Heart Attack or Chest Pain Process of Care Measures,N/A
220101,Heart Attack or Chest Pain Process of Care Measures,N/A
110059,Heart Attack or Chest Pain Process of Care Measures,58
30089,Surgical Care Improvement Project Process of Care Measures,87
390204,Pneumonia Process of Care Measures,82
380027,Heart Attack or Chest Pain Process of Care Measures,96
450451,Heart Attack or Chest Pain Process of Care Measures,N/A
151326,Pneumonia Process of Care Measures,97
110121,Heart Failure Process of Care Measures,100
110050,Surgical Care Improvement Project Process of Care Measures,100
31304,Heart Attack or Chest Pain Process of Care Measures,N/A
270087,Surgical Care Improvement Project Process of Care Measures,95
23012F,Pneumonia Process of Care Measures,90
161311,Surgical Care Improvement Project Process of Care Measures,N/A
70031,Heart Attack or Chest Pain Process of Care Measures,99
140300,Heart Attack or Chest Pain Process of Care Measures,100
320059,Surgical Care Improvement Project Process of Care Measures,100
170197,Heart Attack or Chest Pain Process of Care Measures,93
491303,Heart Attack or Chest Pain Process of Care Measures,N/A
100268,Surgical Care Improvement Project Process of Care Measures,96
171339,Pneumonia Process of Care Measures,100
100267,Heart Failure Process of Care Measures,100
310005,Heart Failure Process of Care Measures,99
670047,Heart Failure Process of Care Measures,100
50245,Heart Attack or Chest Pain Process of Care Measures,97
450188,Heart Attack or Chest Pain Process of Care Measures,50
260027,Surgical Care Improvement Project Process of Care Measures,100
110039,Surgical Care Improvement Project Process of Care Measures,100
181323,Heart Attack or Chest Pain Process of Care Measures,N/A
310110,Heart Attack or Chest Pain Process of Care Measures,98
250097,Heart Attack or Chest Pain Process of Care Measures,100
420011,Heart Attack or Chest Pain Process of Care Measures,N/A
33016F,Surgical Care Improvement Project Process of Care Measures,100
450730,Heart Attack or Chest Pain Process of Care Measures,60
430048,Surgical Care Improvement Project Process of Care Measures,94
50228,Heart Attack or Chest Pain Process of Care Measures,85
450604,Surgical Care Improvement Project Process of Care Measures,83
450865,Pneumonia Process of Care Measures,97
110075,Pneumonia Process of Care Measures,93
450162,Pneumonia Process of Care Measures,98
390026,Surgical Care Improvement Project Process of Care Measures,99
151329,Surgical Care Improvement Project Process of Care Measures,75
230069,Heart Attack or Chest Pain Process of Care Measures,9
220108,Heart Failure Process of Care Measures,97
100150,Pneumonia Process of Care Measures,97
370113,Surgical Care Improvement Project Process of Care Measures,97
330067,Surgical Care Improvement Project Process of Care Measures,99
310058,Pneumonia Process of Care Measures,95
160064,Heart Attack or Chest Pain Process of Care Measures,N/A
430015,Heart Attack or Chest Pain Process of Care Measures,N/A
321301,Heart Attack or Chest Pain Process of Care Measures,N/A
501333,Surgical Care Improvement Project Process of Care Measures,100
241369,Surgical Care Improvement Project Process of Care Measures,100
320058,Pneumonia Process of Care Measures,N/A
281321,Heart Failure Process of Care Measures,62
370153,Heart Failure Process of Care Measures,100
281327,Pneumonia Process of Care Measures,75
05025F,Surgical Care Improvement Project Process of Care Measures,N/A
450451,Heart Attack or Chest Pain Process of Care Measures,N/A
20024,Surgical Care Improvement Project Process of Care Measures,100
210013,Surgical Care Improvement Project Process of Care Measures,N/A
250044,Surgical Care Improvement Project Process of Care Measures,N/A
171361,Surgical Care Improvement Project Process of Care Measures,100
370002,Surgical Care Improvement Project Process of Care Measures,94
351307,Heart Attack or Chest Pain Process of Care Measures,N/A
70033,Surgical Care Improvement Project Process of Care Measures,97
310073,Surgical Care Improvement Project Process of Care Measures,98
521317,Surgical Care Improvement Project Process of Care Measures,100
10063F,Surgical Care Improvement Project Process of Care Measures,87
501334,Pneumonia Process of Care Measures,100
50040,Pneumonia Process of Care Measures,91
330393,Heart Attack or Chest Pain Process of Care Measures,N/A
331311,Heart Failure Process of Care Measures,77
220177,Surgical Care Improvement Project Process of Care Measures,N/A
330111,Heart Attack or Chest Pain Process of Care Measures,84
220177,Pneumonia Process of Care Measures,100
171302,Heart Failure Process of Care Measures,N/A
531303,Heart Attack or Chest Pain Process of Care Measures,N/A
22010F,Heart Attack or Chest Pain Process of Care Measures,N/A
460041,Heart Attack or Chest Pain Process of Care Measures,99
180044,Heart Attack or Chest Pain Process of Care Measures,N/A
111334,Pneumonia Process of Care Measures,85
260216,Pneumonia Process of Care Measures,96
281310,Surgical Care Improvement Project Process of Care Measures,N/A
521325,Heart Attack or Chest Pain Process of Care Measures,N/A
390146,Heart Attack or Chest Pain Process of Care Measures,6
450643,Pneumonia Process of Care Measures,77
490122,Surgical Care Improvement Project Process of Care Measures,99
370054,Surgical Care Improvement Project Process of Care Measures,N/A
131327,Surgical Care Improvement Project Process of Care Measures,95
50686,Surgical Care Improvement Project Process of Care Measures,97
360123,Heart Attack or Chest Pain Process of Care Measures,100
70011,Surgical Care Improvement Project Process of Care Measures,93
390039,Pneumonia Process of Care Measures,87
521347,Pneumonia Process of Care Measures,80
150075,Pneumonia Process of Care Measures,100
100124,Heart Attack or Chest Pain Process of Care Measures,100
250049,Heart Attack or Chest Pain Process of Care Measures,N/A
230078,Heart Attack or Chest Pain Process of Care Measures,100
190255,Heart Attack or Chest Pain Process of Care Measures,N/A
10033,Surgical Care Improvement Project Process of Care Measures,99
330045,Heart Attack or Chest Pain Process of Care Measures,100
450832,Pneumonia Process of Care Measures,95
450315,Pneumonia Process of Care Measures,N/A
241300,Heart Failure Process of Care Measures,100
390031,Heart Attack or Chest Pain Process of Care Measures,91
281351,Surgical Care Improvement Project Process of Care Measures,100
340131,Surgical Care Improvement Project Process of Care Measures,92
330201,Surgical Care Improvement Project Process of Care Measures,100
50039,Surgical Care Improvement Project Process of Care Measures,90
10027,Heart Attack or Chest Pain Process of Care Measures,6
111335,Heart Attack or Chest Pain Process of Care Measures,N/A
670044,Heart Attack or Chest Pain Process of Care Measures,N/A
530025,Surgical Care Improvement Project Process of Care Measures,90
521326,Surgical Care Improvement Project Process of Care Measures,N/A
190245,Pneumonia Process of Care Measures,N/A
260080,Heart Attack or Chest Pain Process of Care Measures,79
150158,Heart Attack or Chest Pain Process of Care Measures,96
501334,Heart Attack or Chest Pain Process of Care Measures,N/A
230020,Heart Attack or Chest Pain Process of Care Measures,84
430093,Pneumonia Process of Care Measures,N/A
510001,Heart Attack or Chest Pain Process of Care Measures,100
310027,Heart Attack or Chest Pain Process of Care Measures,100
50219,Heart Attack or Chest Pain Process of Care Measures,N/A
10008,Pneumonia Process of Care Measures,90
51329,Pneumonia Process of Care Measures,80
341311,Heart Failure Process of Care Measures,67
250102,Heart Attack or Chest Pain Process of Care Measures,98
190106,Pneumonia Process of Care Measures,88
260159,Heart Attack or Chest Pain Process of Care Measures,N/A
420089,Heart Failure Process of Care Measures,98
240207,Pneumonia Process of Care Measures,96
150072,Heart Attack or Chest Pain Process of Care Measures,N/A
400009,Pneumonia Process of Care Measures,N/A
420066,Pneumonia Process of Care Measures,94
330108,Heart Failure Process of Care Measures,100
450447,Heart Attack or Chest Pain Process of Care Measures,N/A
50075,Heart Attack or Chest Pain Process of Care Measures,99
230095,Heart Attack or Chest Pain Process of Care Measures,N/A
371314,Surgical Care Improvement Project Process of Care Measures,N/A
50152,Surgical Care Improvement Project Process of Care Measures,95
450886,Pneumonia Process of Care Measures,N/A
51301,Heart Failure Process of Care Measures,N/A
240211,Pneumonia Process of Care Measures,N/A
390185,Heart Attack or Chest Pain Process of Care Measures,97
50197,Heart Attack or Chest Pain Process of Care Measures,96
350063,Surgical Care Improvement Project Process of Care Measures,100
360156,Heart Attack or Chest Pain Process of Care Measures,89
50758,Heart Attack or Chest Pain Process of Care Measures,100
230058,Heart Failure Process of Care Measures,100
440185,Pneumonia Process of Care Measures,95
231317,Heart Attack or Chest Pain Process of Care Measures,N/A
260176,Pneumonia Process of Care Measures,98
490017,Pneumonia Process of Care Measures,94
280040,Heart Attack or Chest Pain Process of Care Measures,N/A
240132,Surgical Care Improvement Project Process of Care Measures,99
180018,Surgical Care Improvement Project Process of Care Measures,N/A
110124,Surgical Care Improvement Project Process of Care Measures,100
50071,Heart Attack or Chest Pain Process of Care Measures,100
260068,Heart Attack or Chest Pain Process of Care Measures,100
450055,Heart Attack or Chest Pain Process of Care Measures,N/A
310019,Surgical Care Improvement Project Process of Care Measures,94
50084,Surgical Care Improvement Project Process of Care Measures,90
110059,Heart Failure Process of Care Measures,89
18007F,Pneumonia Process of Care Measures,96
50506,Heart Attack or Chest Pain Process of Care Measures,100
100025,Heart Attack or Chest Pain Process of Care Measures,N/A
171313,Pneumonia Process of Care Measures,100
190039,Pneumonia Process of Care Measures,96
360133,Heart Attack or Chest Pain Process of Care Measures,N/A
100017,Surgical Care Improvement Project Process of Care Measures,91
451320,Heart Attack or Chest Pain Process of Care Measures,N/A
450669,Pneumonia Process of Care Measures,98
31304,Pneumonia Process of Care Measures,100
490069,Pneumonia Process of Care Measures,100
440162,Heart Failure Process of Care Measures,N/A
340114,Pneumonia Process of Care Measures,91
490117,Heart Attack or Chest Pain Process of Care Measures,N/A
521352,Pneumonia Process of Care Measures,86
100090,Heart Failure Process of Care Measures,100
400123,Heart Failure Process of Care Measures,97
60034,Children's Asthma Process of Care Measures,70
61326,Pneumonia Process of Care Measures,75
100180,Heart Attack or Chest Pain Process of Care Measures,N/A
370001,Pneumonia Process of Care Measures,95
500064,Pneumonia Process of Care Measures,99
370002,Heart Failure Process of Care Measures,89
280128,Heart Attack or Chest Pain Process of Care Measures,100
331311,Heart Attack or Chest Pain Process of Care Measures,N/A
100009,Surgical Care Improvement Project Process of Care Measures,78
450214,Surgical Care Improvement Project Process of Care Measures,78
390019,Pneumonia Process of Care Measures,98
360121,Heart Attack or Chest Pain Process of Care Measures,99
450497,Heart Attack or Chest Pain Process of Care Measures,N/A
150065,Heart Failure Process of Care Measures,94
450584,Heart Failure Process of Care Measures,94
171318,Pneumonia Process of Care Measures,N/A
03013F,Surgical Care Improvement Project Process of Care Measures,96
341324,Surgical Care Improvement Project Process of Care Measures,N/A
450042,Pneumonia Process of Care Measures,95
170187,Heart Attack or Chest Pain Process of Care Measures,N/A
230071,Heart Attack or Chest Pain Process of Care Measures,N/A
450824,Surgical Care Improvement Project Process of Care Measures,98
50076,Surgical Care Improvement Project Process of Care Measures,92
330246,Pneumonia Process of Care Measures,100
241368,Surgical Care Improvement Project Process of Care Measures,57
450615,Surgical Care Improvement Project Process of Care Measures,55
160047,Surgical Care Improvement Project Process of Care Measures,92
51331,Heart Attack or Chest Pain Process of Care Measures,100
450330,Surgical Care Improvement Project Process of Care Measures,85
241376,Surgical Care Improvement Project Process of Care Measures,100
190177,Pneumonia Process of Care Measures,100
31301,Pneumonia Process of Care Measures,N/A
261308,Surgical Care Improvement Project Process of Care Measures,N/A
60065,Heart Attack or Chest Pain Process of Care Measures,100
50320,Heart Attack or Chest Pain Process of Care Measures,N/A
490090,Surgical Care Improvement Project Process of Care Measures,99
410006,Surgical Care Improvement Project Process of Care Measures,97
50580,Heart Failure Process of Care Measures,100
450891,Surgical Care Improvement Project Process of Care Measures,99
420086,Heart Attack or Chest Pain Process of Care Measures,N/A
50534,Surgical Care Improvement Project Process of Care Measures,90
360125,Surgical Care Improvement Project Process of Care Measures,83
190015,Surgical Care Improvement Project Process of Care Measures,76
45063F,Surgical Care Improvement Project Process of Care Measures,N/A
450072,Surgical Care Improvement Project Process of Care Measures,89
10059,Pneumonia Process of Care Measures,96
140095,Surgical Care Improvement Project Process of Care Measures,85
520100,Surgical Care Improvement Project Process of Care Measures,86
440035,Surgical Care Improvement Project Process of Care Measures,94
251320,Surgical Care Improvement Project Process of Care Measures,N/A
240100,Heart Attack or Chest Pain Process of Care Measures,94
330004,Heart Attack or Chest Pain Process of Care Measures,5
390104,Pneumonia Process of Care Measures,67
05025F,Heart Failure Process of Care Measures,96
460010,Heart Attack or Chest Pain Process of Care Measures,N/A
330201,Heart Attack or Chest Pain Process of Care Measures,100
531314,Heart Attack or Chest Pain Process of Care Measures,N/A
160089,Heart Attack or Chest Pain Process of Care Measures,N/A
360055,Surgical Care Improvement Project Process of Care Measures,89
340003,Heart Attack or Chest Pain Process of Care Measures,100
390118,Heart Attack or Chest Pain Process of Care Measures,7
400127,Pneumonia Process of Care Measures,N/A
230108,Pneumonia Process of Care Measures,86
101312,Heart Attack or Chest Pain Process of Care Measures,N/A
50129,Heart Failure Process of Care Measures,98
50137,Surgical Care Improvement Project Process of Care Measures,98
50543,Surgical Care Improvement Project Process of Care Measures,N/A
190242,Surgical Care Improvement Project Process of Care Measures,81
141347,Surgical Care Improvement Project Process of Care Measures,N/A
50038,Heart Attack or Chest Pain Process of Care Measures,N/A
390263,Surgical Care Improvement Project Process of Care Measures,100
110044,Heart Attack or Chest Pain Process of Care Measures,N/A
490032,Pneumonia Process of Care Measures,86
271307,Pneumonia Process of Care Measures,100
351327,Pneumonia Process of Care Measures,80
370049,Heart Attack or Chest Pain Process of Care Measures,97
470003,Pneumonia Process of Care Measures,92
10010,Pneumonia Process of Care Measures,89
521344,Heart Attack or Chest Pain Process of Care Measures,100
180010,Surgical Care Improvement Project Process of Care Measures,83
330157,Surgical Care Improvement Project Process of Care Measures,N/A
390080,Pneumonia Process of Care Measures,97
440029,Pneumonia Process of Care Measures,96
220171,Surgical Care Improvement Project Process of Care Measures,100
331302,Heart Attack or Chest Pain Process of Care Measures,100
140068,Surgical Care Improvement Project Process of Care Measures,15
390226,Surgical Care Improvement Project Process of Care Measures,96
330350,Heart Attack or Chest Pain Process of Care Measures,28
40027,Surgical Care Improvement Project Process of Care Measures,98
471301,Heart Attack or Chest Pain Process of Care Measures,100
301304,Surgical Care Improvement Project Process of Care Measures,91
450187,Heart Attack or Chest Pain Process of Care Measures,N/A
230038,Surgical Care Improvement Project Process of Care Measures,100
450851,Surgical Care Improvement Project Process of Care Measures,100
450289,Heart Failure Process of Care Measures,100
70007,Heart Failure Process of Care Measures,100
110191,Heart Attack or Chest Pain Process of Care Measures,68
241341,Surgical Care Improvement Project Process of Care Measures,N/A
241379,Surgical Care Improvement Project Process of Care Measures,N/A
241341,Surgical Care Improvement Project Process of Care Measures,N/A
50738,Heart Attack or Chest Pain Process of Care Measures,75
340073,Heart Attack or Chest Pain Process of Care Measures,100
50298,Surgical Care Improvement Project Process of Care Measures,100
450780,Surgical Care Improvement Project Process of Care Measures,100
50128,Heart Attack or Chest Pain Process of Care Measures,4
371323,Heart Failure Process of Care Measures,75
151326,Surgical Care Improvement Project Process of Care Measures,62
450213,Heart Attack or Chest Pain Process of Care Measures,100
440047,Surgical Care Improvement Project Process of Care Measures,83
460009,Surgical Care Improvement Project Process of Care Measures,76
360086,Surgical Care Improvement Project Process of Care Measures,98
141319,Heart Failure Process of Care Measures,N/A
180004,Heart Failure Process of Care Measures,100
450742,Heart Attack or Chest Pain Process of Care Measures,100
380020,Heart Attack or Chest Pain Process of Care Measures,100
